,VIN,Address,Date,Lat,Long,t2,VIN1,Address1,Date1,Lat1,Long1,t21
24,BNYB057,"26 Gladstone Ave, Toronto, ON M6J 3K6",1970-01-01 00:00:00.000043023,43.64356,-79.4276,1970-01-01 00:00:00.000043023,BNYB057,"50 Mill St, Toronto, ON M5A 1G3",1970-01-01 00:00:00.000043023,43.65088,-79.3594,1970-01-01 00:00:00.000043023
25,BNYB057,"50 Mill St, Toronto, ON M5A 1G3",1970-01-01 00:00:00.000043023,43.65088,-79.3594,1970-01-01 00:00:00.000043023,BNYB057,Green P-35 Erindale Ave(no double parking),1970-01-01 00:00:00.000043023,43.67732,-79.35746999999999,1970-01-01 00:00:00.000043023
26,BNYB057,Green P-35 Erindale Ave(no double parking),1970-01-01 00:00:00.000043023,43.67732,-79.35746999999999,1970-01-01 00:00:00.000043023,BNYB057,GreenP-1155 King st W(no double parking),1970-01-01 00:00:00.000043023,43.63778,-79.42401,1970-01-01 00:00:00.000043023
27,BNYB057,GreenP-1155 King st W(no double parking),1970-01-01 00:00:00.000043023,43.63778,-79.42401,1970-01-01 00:00:00.000043023,BNYB057,Starlight -155 Wellesley St E (rsvd spaces only),1970-01-01 00:00:00.000043023,43.66604,-79.37546999999999,1970-01-01 00:00:00.000043023
28,BNYB057,Starlight -155 Wellesley St E (rsvd spaces only),1970-01-01 00:00:00.000043023,43.66604,-79.37546999999999,1970-01-01 00:00:00.000043023,BNYB057,Starlight-80 Wellesley St E (behind building),1970-01-01 00:00:00.000043023,43.6663,-79.38019,1970-01-01 00:00:00.000043023
29,BNYB057,Starlight-80 Wellesley St E (behind building),1970-01-01 00:00:00.000043023,43.6663,-79.38019,1970-01-01 00:00:00.000043023,BNYB057,Unit Park-73 The Esplanade(surface lot),1970-01-01 00:00:00.000043023,43.64703,-79.3733,1970-01-01 00:00:00.000043023
31,BNYB058,"11 Brandon Ave, Toronto, ON M6H 2C8",1970-01-01 00:00:00.000043023,43.6701,-79.44117,1970-01-01 00:00:00.000043023,BNYB058,"11-17 Noble St, Toronto, ON M6K",1970-01-01 00:00:00.000043023,43.64284,-79.43030999999999,1970-01-01 00:00:00.000043023
32,BNYB058,"11-17 Noble St, Toronto, ON M6K",1970-01-01 00:00:00.000043023,43.64284,-79.43030999999999,1970-01-01 00:00:00.000043023,BNYB058,"310 Bartlett Ave N, Toronto, ON M6H 2B9",1970-01-01 00:00:00.000043023,43.66995,-79.43734,1970-01-01 00:00:00.000043023
34,BNYB059,"112 Grace St, Toronto, ON M6J 2S2",1970-01-01 00:00:00.000043023,43.65368,-79.41515,1970-01-01 00:00:00.000043023,BNYB059,"240 Roxton Rd, Toronto, ON M6G 3P9",1970-01-01 00:00:00.000043023,43.65508,-79.42166999999999,1970-01-01 00:00:00.000043023
35,BNYB059,"240 Roxton Rd, Toronto, ON M6G 3P9",1970-01-01 00:00:00.000043023,43.65508,-79.42166999999999,1970-01-01 00:00:00.000043023,BNYB059,"47 Uxbridge Ave, Toronto, ON M6N 1A5",1970-01-01 00:00:00.000043023,43.669109999999996,-79.45645,1970-01-01 00:00:00.000043023
38,BNYB063,"1679-1681 Lake Shore Blvd E, Toronto, ON M4L 3W6",1970-01-01 00:00:00.000043023,43.66316,-79.31004,1970-01-01 00:00:00.000043023,BNYB063,"22 Vankoughnet St, Toronto, ON M5S",1970-01-01 00:00:00.000043023,43.65848,-79.40692,1970-01-01 00:00:00.000043023
41,BNYB071,"108 E Lynn Ave, Toronto, ON M4C 3X2",1970-01-01 00:00:00.000043023,43.68503,-79.31524,1970-01-01 00:00:00.000043023,BNYB071,"1946 Danforth Ave, Toronto, ON M4C 1J4",1970-01-01 00:00:00.000043023,43.6851,-79.3157,1970-01-01 00:00:00.000043023
42,BNYB071,"1946 Danforth Ave, Toronto, ON M4C 1J4",1970-01-01 00:00:00.000043023,43.6851,-79.3157,1970-01-01 00:00:00.000043023,BNYB071,"1951-1983 Danforth Ave, Toronto, ON M4C 1J4",1970-01-01 00:00:00.000043023,43.68506,-79.31565,1970-01-01 00:00:00.000043023
44,BNYB072,"418 Spadina Rd, Toronto, ON M5P 2W4",1970-01-01 00:00:00.000043023,43.68891,-79.41286,1970-01-01 00:00:00.000043023,BNYB072,"476 Annette St, Toronto, ON M6P 1S2",1970-01-01 00:00:00.000043023,43.66045,-79.47846,1970-01-01 00:00:00.000043023
45,BNYB072,"476 Annette St, Toronto, ON M6P 1S2",1970-01-01 00:00:00.000043023,43.66045,-79.47846,1970-01-01 00:00:00.000043023,BNYB072,"55 Winners Cir, Toronto, ON M4L 3Y7",1970-01-01 00:00:00.000043023,43.66568,-79.30948000000001,1970-01-01 00:00:00.000043023
46,BNYB072,"55 Winners Cir, Toronto, ON M4L 3Y7",1970-01-01 00:00:00.000043023,43.66568,-79.30948000000001,1970-01-01 00:00:00.000043023,BNYB072,Green P-10 Portland St(No Double Parking),1970-01-01 00:00:00.000043023,43.64164,-79.39916,1970-01-01 00:00:00.000043023
47,BNYB072,Green P-10 Portland St(No Double Parking),1970-01-01 00:00:00.000043023,43.64164,-79.39916,1970-01-01 00:00:00.000043023,BNYB072,Green P-363 Adelaide St W(no double parking),1970-01-01 00:00:00.000043023,43.6466,-79.39477,1970-01-01 00:00:00.000043023
48,BNYB072,Green P-363 Adelaide St W(no double parking),1970-01-01 00:00:00.000043023,43.6466,-79.39477,1970-01-01 00:00:00.000043023,BNYB072,The Garrison-169 Fort York BLVD (1 car/space only),1970-01-01 00:00:00.000043023,43.63779,-79.40155,1970-01-01 00:00:00.000043023
50,BNYB074,"43A Tecumseth St, Toronto, ON M5V 2R8",1970-01-01 00:00:00.000043023,43.64245,-79.40485,1970-01-01 00:00:00.000043023,BNYB074,"69 Lynn Williams St, Toronto, ON M6K 3R7",1970-01-01 00:00:00.000043023,43.63912,-79.41449,1970-01-01 00:00:00.000043023
51,BNYB074,"69 Lynn Williams St, Toronto, ON M6K 3R7",1970-01-01 00:00:00.000043023,43.63912,-79.41449,1970-01-01 00:00:00.000043023,BNYB074,Green P-800 Fleet St(No Double Parking),1970-01-01 00:00:00.000043023,43.63691,-79.40972,1970-01-01 00:00:00.000043023
52,BNYB074,Green P-800 Fleet St(No Double Parking),1970-01-01 00:00:00.000043023,43.63691,-79.40972,1970-01-01 00:00:00.000043023,BNYB074,GreenP-1155 King st W(no double parking),1970-01-01 00:00:00.000043023,43.63778,-79.42401,1970-01-01 00:00:00.000043023
53,BNYB074,GreenP-1155 King st W(no double parking),1970-01-01 00:00:00.000043023,43.63778,-79.42401,1970-01-01 00:00:00.000043023,BNYB074,"Impark-65 Navy Wharf(underground garage, 5 spaces)",1970-01-01 00:00:00.000043023,43.64111,-79.39161,1970-01-01 00:00:00.000043023
54,BNYB074,"Impark-65 Navy Wharf(underground garage, 5 spaces)",1970-01-01 00:00:00.000043023,43.64111,-79.39161,1970-01-01 00:00:00.000043023,BNYB074,TargetPark-249 Queens Quay W(Radisson Garage),1970-01-01 00:00:00.000043023,43.63859,-79.38548,1970-01-01 00:00:00.000043023
56,BNYB077,"1204 Queen St W, Toronto, ON M6J 1J6",1970-01-01 00:00:00.000043023,43.64294,-79.42687,1970-01-01 00:00:00.000043023,BNYB077,"2828A Dundas St W, Toronto, ON M6P 1Y7",1970-01-01 00:00:00.000043023,43.665420000000005,-79.46369,1970-01-01 00:00:00.000043023
57,BNYB077,"2828A Dundas St W, Toronto, ON M6P 1Y7",1970-01-01 00:00:00.000043023,43.665420000000005,-79.46369,1970-01-01 00:00:00.000043023,BNYB077,"66 Gladstone Ave, Toronto, ON M6J 3K8",1970-01-01 00:00:00.000043023,43.6445,-79.42795,1970-01-01 00:00:00.000043023
58,BNYB077,"66 Gladstone Ave, Toronto, ON M6J 3K8",1970-01-01 00:00:00.000043023,43.6445,-79.42795,1970-01-01 00:00:00.000043023,BNYB077,"87 Hounslow Heath Rd, Toronto, ON M6N 1G7",1970-01-01 00:00:00.000043023,43.67354,-79.45976999999999,1970-01-01 00:00:00.000043023
61,BNYB080,Green P-25 Dundas St E(no double parking),1970-01-01 00:00:00.000043023,43.656000000000006,-79.37993,1970-01-01 00:00:00.000043023,BNYB080,TargetPark-249 Queens Quay W(Radisson Garage),1970-01-01 00:00:00.000043023,43.63859,-79.38548,1970-01-01 00:00:00.000043023
62,BNYB080,TargetPark-249 Queens Quay W(Radisson Garage),1970-01-01 00:00:00.000043023,43.63859,-79.38548,1970-01-01 00:00:00.000043023,BNYB080,Unit Park-73 The Esplanade(surface lot),1970-01-01 00:00:00.000043023,43.64703,-79.3733,1970-01-01 00:00:00.000043023
64,BNYB081,"1097-1098 Logan Ave, Toronto, ON M4K",1970-01-01 00:00:00.000043023,43.68628,-79.35251,1970-01-01 00:00:00.000043023,BNYB081,"1290-1292 Dundas St E, Toronto, ON M4M 1S6",1970-01-01 00:00:00.000043023,43.66554,-79.33863000000001,1970-01-01 00:00:00.000043023
65,BNYB081,"1290-1292 Dundas St E, Toronto, ON M4M 1S6",1970-01-01 00:00:00.000043023,43.66554,-79.33863000000001,1970-01-01 00:00:00.000043023,BNYB081,"226 A George St, Toronto, ON M5A 2N1",1970-01-01 00:00:00.000043023,43.65591,-79.37291,1970-01-01 00:00:00.000043023
66,BNYB081,"226 A George St, Toronto, ON M5A 2N1",1970-01-01 00:00:00.000043023,43.65591,-79.37291,1970-01-01 00:00:00.000043023,BNYB081,"90 Boston Ave, Toronto, ON M4M 2T9",1970-01-01 00:00:00.000043023,43.66476,-79.34015,1970-01-01 00:00:00.000043023
68,BNYB082,"4 John St, Toronto, ON M5V",1970-01-01 00:00:00.000043023,43.64435,-79.38884,1970-01-01 00:00:00.000043023,BNYB082,"79 Scollard St, Toronto, ON M5R 1G4",1970-01-01 00:00:00.000043023,43.67138,-79.39118,1970-01-01 00:00:00.000043023
69,BNYB082,"79 Scollard St, Toronto, ON M5R 1G4",1970-01-01 00:00:00.000043023,43.67138,-79.39118,1970-01-01 00:00:00.000043023,BNYB082,"Impark-22 Fort York(garage under sobeys, 5 spaces)",1970-01-01 00:00:00.000043023,43.64066,-79.39461,1970-01-01 00:00:00.000043023
71,BNYB083,"152 Borden St, Toronto, ON M5S 2N3",1970-01-01 00:00:00.000043023,43.66083,-79.40675,1970-01-01 00:00:00.000043023,BNYB083,"200 Galley Ave, Toronto, ON M6R",1970-01-01 00:00:00.000043023,43.64265,-79.44870999999999,1970-01-01 00:00:00.000043023
72,BNYB083,"200 Galley Ave, Toronto, ON M6R",1970-01-01 00:00:00.000043023,43.64265,-79.44870999999999,1970-01-01 00:00:00.000043023,BNYB083,"41-43 Shanly St, Toronto, ON M6H",1970-01-01 00:00:00.000043023,43.66407,-79.4316,1970-01-01 00:00:00.000043023
74,BNYB085,"100 Close Ave, Toronto, ON M6K 2V3",1970-01-01 00:00:00.000043023,43.636109999999995,-79.43425,1970-01-01 00:00:00.000043023,BNYB085,"256 Margueretta St, Toronto, ON M6H 3S3",1970-01-01 00:00:00.000043023,43.656490000000005,-79.43946,1970-01-01 00:00:00.000043023
75,BNYB085,"256 Margueretta St, Toronto, ON M6H 3S3",1970-01-01 00:00:00.000043023,43.656490000000005,-79.43946,1970-01-01 00:00:00.000043023,BNYB085,CVPA-134 Sterling Rd (on street only),1970-01-01 00:00:00.000043023,43.654379999999996,-79.44479,1970-01-01 00:00:00.000043023
76,BNYB085,CVPA-134 Sterling Rd (on street only),1970-01-01 00:00:00.000043023,43.654379999999996,-79.44479,1970-01-01 00:00:00.000043023,BNYB085,Green P-323 Richmond St E(no double parking),1970-01-01 00:00:00.000043023,43.65315,-79.36865999999999,1970-01-01 00:00:00.000043023
78,BNYB088,"150 Mutual St, Toronto, ON M5B 2M7",1970-01-01 00:00:00.000043023,43.65891,-79.37656,1970-01-01 00:00:00.000043023,BNYB088,"1695 Queen St E, Toronto, ON M4L",1970-01-01 00:00:00.000043023,43.667390000000005,-79.31153,1970-01-01 00:00:00.000043023
79,BNYB088,"1695 Queen St E, Toronto, ON M4L",1970-01-01 00:00:00.000043023,43.667390000000005,-79.31153,1970-01-01 00:00:00.000043023,BNYB088,"36 Woodfield Rd, Toronto, ON M4L 2W3",1970-01-01 00:00:00.000043023,43.66467,-79.32109,1970-01-01 00:00:00.000043023
80,BNYB088,"36 Woodfield Rd, Toronto, ON M4L 2W3",1970-01-01 00:00:00.000043023,43.66467,-79.32109,1970-01-01 00:00:00.000043023,BNYB088,"367 Sorauren Ave, Toronto, ON M6R 2G5",1970-01-01 00:00:00.000043023,43.6498,-79.44476999999999,1970-01-01 00:00:00.000043023
81,BNYB088,"367 Sorauren Ave, Toronto, ON M6R 2G5",1970-01-01 00:00:00.000043023,43.6498,-79.44476999999999,1970-01-01 00:00:00.000043023,BNYB088,Impark-47 Richmond St E (dedicated spaces only),1970-01-01 00:00:00.000043023,43.65218,-79.37617,1970-01-01 00:00:00.000043023
82,BNYB088,Impark-47 Richmond St E (dedicated spaces only),1970-01-01 00:00:00.000043023,43.65218,-79.37617,1970-01-01 00:00:00.000043023,BNYB088,Where I Park-480 Adelaide St W(3 rsvd spaces),1970-01-01 00:00:00.000043023,43.645990000000005,-79.39985,1970-01-01 00:00:00.000043023
85,BNYB092,"112 W Lynn Ave, Toronto, ON M4C 3W2",1970-01-01 00:00:00.000043023,43.6847,-79.31624000000001,1970-01-01 00:00:00.000043023,BNYB092,"1909 Danforth Ave, Toronto, ON M4C 1J4",1970-01-01 00:00:00.000043023,43.68488,-79.31648,1970-01-01 00:00:00.000043023
86,BNYB092,"1909 Danforth Ave, Toronto, ON M4C 1J4",1970-01-01 00:00:00.000043023,43.68488,-79.31648,1970-01-01 00:00:00.000043023,BNYB092,Green P-800 Fleet St(No Double Parking),1970-01-01 00:00:00.000043023,43.63691,-79.40972,1970-01-01 00:00:00.000043023
88,BNYB096,"58 Gates Ave, Toronto, ON M4C 1S9",1970-01-01 00:00:00.000043023,43.68877,-79.30636,1970-01-01 00:00:00.000043023,BNYB096,"Bagpipe Lane, Toronto, ON M5S 1Y4",1970-01-01 00:00:00.000043023,43.66518,-79.40886,1970-01-01 00:00:00.000043023
89,BNYB096,"Bagpipe Lane, Toronto, ON M5S 1Y4",1970-01-01 00:00:00.000043023,43.66518,-79.40886,1970-01-01 00:00:00.000043023,BNYB096,Where I Park-480 Adelaide St W(3 rsvd spaces),1970-01-01 00:00:00.000043023,43.645990000000005,-79.39985,1970-01-01 00:00:00.000043023
91,BNYB104,Green P-37 Yorkville Ave (garage),1970-01-01 00:00:00.000043023,43.67129,-79.38933,1970-01-01 00:00:00.000043023,BNYB104,Where I Park-480 Adelaide St W(3 rsvd spaces),1970-01-01 00:00:00.000043023,43.645990000000005,-79.39985,1970-01-01 00:00:00.000043023
94,BNYB106,"203 Laughton Ave, Toronto, ON M6N 2X7",1970-01-01 00:00:00.000043023,43.6735,-79.45709000000001,1970-01-01 00:00:00.000043023,BNYB106,"23 Earnbridge St, Toronto, ON M6K 1N2",1970-01-01 00:00:00.000043023,43.643209999999996,-79.43275,1970-01-01 00:00:00.000043023
95,BNYB106,"23 Earnbridge St, Toronto, ON M6K 1N2",1970-01-01 00:00:00.000043023,43.643209999999996,-79.43275,1970-01-01 00:00:00.000043023,BNYB106,"48 Pelham Ave, Toronto, ON M6N 1A6",1970-01-01 00:00:00.000043023,43.66794,-79.45666,1970-01-01 00:00:00.000043023
96,BNYB106,"48 Pelham Ave, Toronto, ON M6N 1A6",1970-01-01 00:00:00.000043023,43.66794,-79.45666,1970-01-01 00:00:00.000043023,BNYB106,"49 Givins St, Toronto, ON M6J 2X8",1970-01-01 00:00:00.000043023,43.64655,-79.41821,1970-01-01 00:00:00.000043023
97,BNYB106,"49 Givins St, Toronto, ON M6J 2X8",1970-01-01 00:00:00.000043023,43.64655,-79.41821,1970-01-01 00:00:00.000043023,BNYB106,"71 Delaware Ave, Toronto, ON M6H 2S9",1970-01-01 00:00:00.000043023,43.65683,-79.42631,1970-01-01 00:00:00.000043023
100,BNYB108,"14-16 Lansdowne Ave, Toronto, ON M6K 2V8",1970-01-01 00:00:00.000043023,43.64134,-79.43701999999999,1970-01-01 00:00:00.000043023,BNYB108,"60 Pirandello St, Toronto, ON M6K 3S1",1970-01-01 00:00:00.000043023,43.6395,-79.4143,1970-01-01 00:00:00.000043023
101,BNYB108,"60 Pirandello St, Toronto, ON M6K 3S1",1970-01-01 00:00:00.000043023,43.6395,-79.4143,1970-01-01 00:00:00.000043023,BNYB108,Green P-20 St. Andrew St(no double parking),1970-01-01 00:00:00.000043023,43.6543,-79.40008,1970-01-01 00:00:00.000043023
102,BNYB108,Green P-20 St. Andrew St(no double parking),1970-01-01 00:00:00.000043023,43.6543,-79.40008,1970-01-01 00:00:00.000043023,BNYB108,"Impark-65 Navy Wharf(underground garage, 5 spaces)",1970-01-01 00:00:00.000043023,43.64111,-79.39161,1970-01-01 00:00:00.000043023
104,BNYB112,"1 Peveril Hill N, York, ON M6C 3A9",1970-01-01 00:00:00.000043023,43.69895,-79.4259,1970-01-01 00:00:00.000043023,BNYB112,"113 Sarah Ashbridge Ave, Toronto, ON M4L 3Y1",1970-01-01 00:00:00.000043023,43.66762,-79.3089,1970-01-01 00:00:00.000043023
105,BNYB112,"113 Sarah Ashbridge Ave, Toronto, ON M4L 3Y1",1970-01-01 00:00:00.000043023,43.66762,-79.3089,1970-01-01 00:00:00.000043023,BNYB112,"1561 Dundas St E, Toronto, ON M4L 1K9",1970-01-01 00:00:00.000043023,43.667,-79.33012,1970-01-01 00:00:00.000043023
106,BNYB112,"1561 Dundas St E, Toronto, ON M4L 1K9",1970-01-01 00:00:00.000043023,43.667,-79.33012,1970-01-01 00:00:00.000043023,BNYB112,GreenP-1155 King st W(no double parking),1970-01-01 00:00:00.000043023,43.63778,-79.42401,1970-01-01 00:00:00.000043023
107,BNYB112,GreenP-1155 King st W(no double parking),1970-01-01 00:00:00.000043023,43.63778,-79.42401,1970-01-01 00:00:00.000043023,BNYB112,"Penny Ln, Toronto, ON M4L 1S4",1970-01-01 00:00:00.000043023,43.66753,-79.31286999999999,1970-01-01 00:00:00.000043023
109,BNYB113,"2 Redpath Ave, Toronto, ON M4S",1970-01-01 00:00:00.000043023,43.70412,-79.39134,1970-01-01 00:00:00.000043023,BNYB113,"338 Forman Ave, Toronto, ON M4S 2S7",1970-01-01 00:00:00.000043023,43.708690000000004,-79.38603,1970-01-01 00:00:00.000043023
110,BNYB113,"338 Forman Ave, Toronto, ON M4S 2S7",1970-01-01 00:00:00.000043023,43.708690000000004,-79.38603,1970-01-01 00:00:00.000043023,BNYB113,"70 Dunfield Ave, Toronto, ON M4S 3A4",1970-01-01 00:00:00.000043023,43.70688,-79.39531,1970-01-01 00:00:00.000043023
112,BNYB114,"1199A St Clair Ave W, Toronto, ON M6E 1B5",1970-01-01 00:00:00.000043023,43.677620000000005,-79.44422,1970-01-01 00:00:00.000043023,BNYB114,"9 Britannia Ave, Toronto, ON M6N 3T6",1970-01-01 00:00:00.000043023,43.66979,-79.4808,1970-01-01 00:00:00.000043023
113,BNYB114,"9 Britannia Ave, Toronto, ON M6N 3T6",1970-01-01 00:00:00.000043023,43.66979,-79.4808,1970-01-01 00:00:00.000043023,BNYB114,TargetPark-88 Isabella St (no double parking),1970-01-01 00:00:00.000043023,43.66878,-79.38136,1970-01-01 00:00:00.000043023
116,BNYB116,"16-20 Hayden St, Toronto, ON M4Y 1V8",1970-01-01 00:00:00.000043023,43.66962,-79.3857,1970-01-01 00:00:00.000043023,BNYB116,"65 Charles St E, Toronto, ON M4Y",1970-01-01 00:00:00.000043023,43.66907,-79.38265,1970-01-01 00:00:00.000043023
117,BNYB116,"65 Charles St E, Toronto, ON M4Y",1970-01-01 00:00:00.000043023,43.66907,-79.38265,1970-01-01 00:00:00.000043023,BNYB116,Green P-37 Yorkville Ave (garage),1970-01-01 00:00:00.000043023,43.67129,-79.38933,1970-01-01 00:00:00.000043023
119,BNYB118,"315-321 Albany Ave, Toronto, ON M5R 3E2",1970-01-01 00:00:00.000043023,43.67475,-79.41393000000001,1970-01-01 00:00:00.000043023,BNYB118,"95 Stanley Terrace, Toronto, ON M6J 3V8",1970-01-01 00:00:00.000043023,43.644459999999995,-79.41081,1970-01-01 00:00:00.000043023
120,BNYB118,"95 Stanley Terrace, Toronto, ON M6J 3V8",1970-01-01 00:00:00.000043023,43.644459999999995,-79.41081,1970-01-01 00:00:00.000043023,BNYB118,Unit Park-73 The Esplanade(surface lot),1970-01-01 00:00:00.000043023,43.64703,-79.3733,1970-01-01 00:00:00.000043023
123,BNYB122,"126 Eastern Ave, Toronto, ON M4M 3G8",1970-01-01 00:00:00.000043023,43.657140000000005,-79.3497,1970-01-01 00:00:00.000043023,BNYB122,"442 Quebec Ave, Toronto, ON M6P 2V4",1970-01-01 00:00:00.000043023,43.66466,-79.47176,1970-01-01 00:00:00.000043023
125,BNYB152,"215 Glenlake Ave, Toronto, ON M6P",1970-01-01 00:00:00.000043023,43.657990000000005,-79.46325,1970-01-01 00:00:00.000043023,BNYB152,"255 Glenlake Ave, Toronto, ON M6P",1970-01-01 00:00:00.000043023,43.657759999999996,-79.46415999999999,1970-01-01 00:00:00.000043023
126,BNYB152,"255 Glenlake Ave, Toronto, ON M6P",1970-01-01 00:00:00.000043023,43.657759999999996,-79.46415999999999,1970-01-01 00:00:00.000043023,BNYB152,"66 Oakmount Rd, Toronto, ON M6P 2M4",1970-01-01 00:00:00.000043023,43.656259999999996,-79.4632,1970-01-01 00:00:00.000043023
127,BNYB152,"66 Oakmount Rd, Toronto, ON M6P 2M4",1970-01-01 00:00:00.000043023,43.656259999999996,-79.4632,1970-01-01 00:00:00.000043023,BNYB152,Unit Park-73 The Esplanade(surface lot),1970-01-01 00:00:00.000043023,43.64703,-79.3733,1970-01-01 00:00:00.000043023
