,VIN,Address,Date,Lat,Long,t2,VIN1,Address1,Date1,Lat1,Long1,t21
296,BNYB312,"1876 Queen St E, Toronto, ON M4L 1H2",2017-05-10 22:18:00,43.66873,-79.30634,2017-06-10 06:31:00,BNYB312,On street-18 Emily St(extra parking in garage),2017-06-10 07:02:00,43.64659,-79.38511,2017-06-10 11:14:00
297,BNYB312,On street-18 Emily St(extra parking in garage),2017-06-10 07:02:00,43.64659,-79.38511,2017-06-10 11:14:00,BNYB312,"Impark-65 Navy Wharf(underground garage, 5 spaces)",2017-06-10 11:24:00,43.64111,-79.39161,2017-06-10 11:34:00
298,BNYB312,"Impark-65 Navy Wharf(underground garage, 5 spaces)",2017-06-10 11:24:00,43.64111,-79.39161,2017-06-10 11:34:00,BNYB312,"298 Oriole Pkwy, Toronto, ON M5P 2H5",2017-06-10 12:14:00,43.70105,-79.40459,2017-06-10 17:07:00
300,BNYB313,Evergreen Brickworks (Northeast parking lot),2017-05-10 21:21:00,43.68463,-79.36344,2017-05-10 21:52:00,BNYB313,"187 Madison Ave, Toronto, ON M5R 2S6",2017-05-10 22:41:00,43.67418,-79.40555,2017-05-10 23:07:00
301,BNYB313,"187 Madison Ave, Toronto, ON M5R 2S6",2017-05-10 22:41:00,43.67418,-79.40555,2017-05-10 23:07:00,BNYB313,Green P-15 Wellesley St. e(No Double Parking),2017-05-10 23:37:00,43.664840000000005,-79.38359,2017-06-10 00:02:00
302,BNYB313,Green P-15 Wellesley St. e(No Double Parking),2017-05-10 23:37:00,43.664840000000005,-79.38359,2017-06-10 00:02:00,BNYB313,"8-22 St Andrew St, Toronto, ON M5T",2017-06-10 00:32:00,43.65428,-79.39968,2017-06-10 10:28:00
304,BNYB314,"56 Coe Hill Dr, Toronto, ON M6S 3C8",2017-05-10 21:21:00,43.6396,-79.47001,2017-05-10 21:57:00,BNYB314,"184-188 Annette St, Toronto, ON M6P 1P6",2017-06-10 00:42:00,43.663109999999996,-79.4684,2017-06-10 09:27:00
305,BNYB314,"184-188 Annette St, Toronto, ON M6P 1P6",2017-06-10 00:42:00,43.663109999999996,-79.4684,2017-06-10 09:27:00,BNYB314,"8 Marion St, Toronto, ON M6R 1E5",2017-06-10 09:53:00,43.64236,-79.44068,2017-06-10 10:38:00
306,BNYB314,"8 Marion St, Toronto, ON M6R 1E5",2017-06-10 09:53:00,43.64236,-79.44068,2017-06-10 10:38:00,BNYB314,On street-18 Emily St(extra parking in garage),2017-06-10 11:19:00,43.64659,-79.38511,2017-06-10 12:55:00
307,BNYB314,On street-18 Emily St(extra parking in garage),2017-06-10 11:19:00,43.64659,-79.38511,2017-06-10 12:55:00,BNYB314,"912 Carlaw Ave, Toronto, ON M4K 3L3",2017-06-10 14:10:00,43.68204,-79.34869,2017-06-10 17:07:00
310,BNYB333,"1512 Queen St E, Toronto, ON M4L 1E3",2017-05-10 21:21:00,43.66548,-79.32038,2017-06-10 07:17:00,BNYB333,"40 Bruyeres Mews, Toronto, ON M5V 0G7",2017-06-10 08:12:00,43.63749,-79.40227,2017-06-10 09:27:00
311,BNYB333,"40 Bruyeres Mews, Toronto, ON M5V 0G7",2017-06-10 08:12:00,43.63749,-79.40227,2017-06-10 09:27:00,BNYB333,GreenP-1155 King st W(no double parking),2017-06-10 09:53:00,43.63778,-79.42401,2017-06-10 10:03:00
312,BNYB333,GreenP-1155 King st W(no double parking),2017-06-10 09:53:00,43.63778,-79.42401,2017-06-10 10:03:00,BNYB333,"125 Western Battery Rd, Toronto, ON M6K 3S2",2017-06-10 10:08:00,43.63985,-79.41669,2017-06-10 16:57:00
314,BNYB339,"Green P-31 Parliament St(surface lot, not garage)",2017-05-10 23:52:00,43.64955,-79.36169,2017-06-10 01:43:00,BNYB339,"277 Lappin Ave, Toronto, ON M6H 1Y9",2017-06-10 02:08:00,43.66476,-79.44659,2017-06-10 09:12:00
315,BNYB339,"277 Lappin Ave, Toronto, ON M6H 1Y9",2017-06-10 02:08:00,43.66476,-79.44659,2017-06-10 09:12:00,BNYB339,"47-61 Croatia St, Toronto, ON M6H 1K9",2017-06-10 09:37:00,43.657540000000004,-79.43652,2017-06-10 11:54:00
316,BNYB339,"47-61 Croatia St, Toronto, ON M6H 1K9",2017-06-10 09:37:00,43.657540000000004,-79.43652,2017-06-10 11:54:00,BNYB339,"2264-2274 Dundas St W, Toronto, ON M6R",2017-06-10 12:40:00,43.65487,-79.45206999999999,2017-06-10 13:05:00
317,BNYB339,"2264-2274 Dundas St W, Toronto, ON M6R",2017-06-10 12:40:00,43.65487,-79.45206999999999,2017-06-10 13:05:00,BNYB339,Green P-35 Bellevue Ave(no double parking),2017-06-10 13:30:00,43.65418,-79.40318,2017-06-10 14:00:00
318,BNYB339,Green P-35 Bellevue Ave(no double parking),2017-06-10 13:30:00,43.65418,-79.40318,2017-06-10 14:00:00,BNYB339,"25 Sarnia Ave, Toronto, ON M6P 3P4",2017-06-10 14:30:00,43.662490000000005,-79.44816999999999,2017-06-10 15:31:00
319,BNYB339,"25 Sarnia Ave, Toronto, ON M6P 3P4",2017-06-10 14:30:00,43.662490000000005,-79.44816999999999,2017-06-10 15:31:00,BNYB339,"17 Irene Ave, Toronto, ON M6G",2017-06-10 15:47:00,43.66278,-79.42509,2017-06-10 17:02:00
321,BNYB342,"7 Pepler Ave, Toronto, ON M4J",2017-05-10 21:21:00,43.692820000000005,-79.34898000000001,2017-06-10 14:00:00,BNYB342,"113 Glencrest Blvd, Toronto, ON M4B",2017-06-10 14:30:00,43.70803,-79.29637,2017-06-10 16:37:00
323,BNYB344,"75 Maria St, Toronto, ON M6P 1W1",2017-05-10 21:21:00,43.66632,-79.47583,2017-06-10 04:59:00,BNYB344,"26 High Park Gardens, Toronto, ON M6R 1S9",2017-06-10 05:35:00,43.64888,-79.45719,2017-06-10 14:25:00
324,BNYB344,"26 High Park Gardens, Toronto, ON M6R 1S9",2017-06-10 05:35:00,43.64888,-79.45719,2017-06-10 14:25:00,BNYB344,"76 Lavinia Ave, Toronto, ON M6S 3H8",2017-06-10 14:56:00,43.64713,-79.47797,2017-06-10 16:12:00
325,BNYB344,"76 Lavinia Ave, Toronto, ON M6S 3H8",2017-06-10 14:56:00,43.64713,-79.47797,2017-06-10 16:12:00,BNYB344,"25 Algonquin Ave, Toronto, ON M6R 1K6",2017-06-10 16:32:00,43.643190000000004,-79.45535,2017-06-10 16:47:00
326,BNYB344,"25 Algonquin Ave, Toronto, ON M6R 1K6",2017-06-10 16:32:00,43.643190000000004,-79.45535,2017-06-10 16:47:00,BNYB344,"89 Howard Park Ave, Toronto, ON M6R 1V7",2017-06-10 16:52:00,43.65112,-79.45219,2017-06-10 17:07:00
328,BNYB353,"60 Kenilworth Ave, Toronto, ON M4L 3S5",2017-05-10 21:21:00,43.66788,-79.30122,2017-05-10 22:38:00,BNYB353,"1805-1807 Queen St E, Toronto, ON M4L 3Y3",2017-05-10 22:47:00,43.66817,-79.30835,2017-06-10 07:17:00
329,BNYB353,"1805-1807 Queen St E, Toronto, ON M4L 3Y3",2017-05-10 22:47:00,43.66817,-79.30835,2017-06-10 07:17:00,BNYB353,"111 Sarah Ashbridge Ave, Toronto, ON M4L 3Y1",2017-06-10 07:22:00,43.6675,-79.30894,2017-06-10 11:34:00
330,BNYB353,"111 Sarah Ashbridge Ave, Toronto, ON M4L 3Y1",2017-06-10 07:22:00,43.6675,-79.30894,2017-06-10 11:34:00,BNYB353,"89 Rainsford Rd, Toronto, ON M4L 3N8",2017-06-10 13:45:00,43.6717,-79.30818000000001,2017-06-10 13:50:00
332,BNYB354,TargetPark-88 Isabella St (no double parking),2017-05-10 21:21:00,43.66878,-79.38136,2017-06-10 07:22:00,BNYB354,CVPA-134 Sterling Rd (on street only),2017-06-10 07:47:00,43.654379999999996,-79.44479,2017-06-10 15:16:00
333,BNYB354,CVPA-134 Sterling Rd (on street only),2017-06-10 07:47:00,43.654379999999996,-79.44479,2017-06-10 15:16:00,BNYB354,"165 Perth Ave, Toronto, ON M6P 3X2",2017-06-10 15:36:00,43.65913,-79.44974,2017-06-10 16:42:00
335,BNYB368,"Impark-22 Fort York(garage under sobeys, 5 spaces)",2017-05-10 21:21:00,43.64066,-79.39461,2017-05-10 22:41:00,BNYB368,"95 Stanley Terrace, Toronto, ON M6J 3V8",2017-05-10 22:57:00,43.64454,-79.41086,2017-05-10 23:27:00
336,BNYB368,"95 Stanley Terrace, Toronto, ON M6J 3V8",2017-05-10 22:57:00,43.64454,-79.41086,2017-05-10 23:27:00,BNYB368,Green P-800 Fleet St(No Double Parking),2017-05-10 23:37:00,43.63691,-79.40972,2017-06-10 11:49:00
337,BNYB368,Green P-800 Fleet St(No Double Parking),2017-05-10 23:37:00,43.63691,-79.40972,2017-06-10 11:49:00,BNYB368,"458 Gladstone Ave, Toronto, ON M6H 3H9",2017-06-10 12:09:00,43.65851,-79.4333,2017-06-10 12:14:00
339,BNYB370,"142 Borden St, Toronto, ON M5S 2N3",2017-05-10 21:21:00,43.660579999999996,-79.40664,2017-05-10 22:41:00,BNYB370,"168-176 Sudbury St, Toronto, ON M6J",2017-05-10 23:17:00,43.64206,-79.42631999999999,2017-05-10 23:17:00
340,BNYB370,"168-176 Sudbury St, Toronto, ON M6J",2017-05-10 23:17:00,43.64206,-79.42631999999999,2017-05-10 23:17:00,BNYB370,"1200 Queen St W, Toronto, ON M6J 1J6",2017-05-10 23:22:00,43.64267,-79.42658,2017-06-10 07:32:00
341,BNYB370,"1200 Queen St W, Toronto, ON M6J 1J6",2017-05-10 23:22:00,43.64267,-79.42658,2017-06-10 07:32:00,BNYB370,"115 Saulter St S, Toronto, ON M4M",2017-06-10 08:02:00,43.64992,-79.34261,2017-06-10 11:14:00
342,BNYB370,"115 Saulter St S, Toronto, ON M4M",2017-06-10 08:02:00,43.64992,-79.34261,2017-06-10 11:14:00,BNYB370,"8 Vermont Ave, Toronto, ON M6G 1X6",2017-06-10 12:04:00,43.671929999999996,-79.41494,2017-06-10 13:15:00
343,BNYB370,"8 Vermont Ave, Toronto, ON M6G 1X6",2017-06-10 12:04:00,43.671929999999996,-79.41494,2017-06-10 13:15:00,BNYB370,Unit Park-73 The Esplanade(surface lot),2017-06-10 13:50:00,43.64703,-79.3733,2017-06-10 17:07:00
345,BNYB372,"50 Kingston Rd, Toronto, ON M4L 1S4",2017-05-10 21:31:00,43.66864,-79.31191,2017-05-10 22:18:00,BNYB372,"1807 Queen St E, Toronto, ON M4L 3Y3",2017-05-10 22:23:00,43.66814,-79.30834,2017-06-10 05:09:00
346,BNYB372,"1807 Queen St E, Toronto, ON M4L 3Y3",2017-05-10 22:23:00,43.66814,-79.30834,2017-06-10 05:09:00,BNYB372,"5 Gibson St, Toronto, ON M6E",2017-06-10 05:35:00,43.69059,-79.44715,2017-06-10 06:57:00
347,BNYB372,"5 Gibson St, Toronto, ON M6E",2017-06-10 05:35:00,43.69059,-79.44715,2017-06-10 06:57:00,BNYB372,"29-43 Oakmount Rd, Toronto, ON M6P",2017-06-10 07:17:00,43.65579,-79.46296,2017-06-10 10:23:00
348,BNYB372,"29-43 Oakmount Rd, Toronto, ON M6P",2017-06-10 07:17:00,43.65579,-79.46296,2017-06-10 10:23:00,BNYB372,UofT-42 Harbord St-car2go park signs (enter alley),2017-06-10 11:08:00,43.66373,-79.40103,2017-06-10 14:15:00
349,BNYB372,UofT-42 Harbord St-car2go park signs (enter alley),2017-06-10 11:08:00,43.66373,-79.40103,2017-06-10 14:15:00,BNYB372,Green P-37 Yorkville Ave (garage),2017-06-10 14:51:00,43.67129,-79.38933,2017-06-10 14:51:00
350,BNYB372,Green P-37 Yorkville Ave (garage),2017-06-10 14:51:00,43.67129,-79.38933,2017-06-10 14:51:00,BNYB372,"351 Keele St, Toronto, ON M6P 2K6",2017-06-10 15:52:00,43.66482,-79.46403000000001,2017-06-10 17:07:00
352,BNYB375,"3008 Danforth Ave, East York, ON M4C 1M7",2017-06-10 00:12:00,43.69077,-79.29101,2017-06-10 07:47:00,BNYB375,"179 Bartley Dr, North York, ON M4A 1E6",2017-06-10 07:52:00,43.71974,-79.31145,2017-06-10 11:54:00
353,BNYB375,"179 Bartley Dr, North York, ON M4A 1E6",2017-06-10 07:52:00,43.71974,-79.31145,2017-06-10 11:54:00,BNYB375,"275 Waterfront Trail, Toronto, ON M5A 3L3",2017-06-10 15:41:00,43.6425,-79.35001,2017-06-10 17:07:00
356,BPNM925,"212 Maria St, Toronto, ON M6P 1W4",2017-05-10 21:21:00,43.66652,-79.47969,2017-06-10 07:12:00,BPNM925,"283 Markham St, Toronto, ON M6J 2G7",2017-06-10 07:42:00,43.65533,-79.40856,2017-06-10 08:37:00
357,BPNM925,"283 Markham St, Toronto, ON M6J 2G7",2017-06-10 07:42:00,43.65533,-79.40856,2017-06-10 08:37:00,BPNM925,"2 Rebecca St, Toronto, ON M6J",2017-06-10 08:52:00,43.64505,-79.41898,2017-06-10 09:12:00
358,BPNM925,"2 Rebecca St, Toronto, ON M6J",2017-06-10 08:52:00,43.64505,-79.41898,2017-06-10 09:12:00,BPNM925,Where I Park-480 Adelaide St W(3 rsvd spaces),2017-06-10 09:27:00,43.645990000000005,-79.39985,2017-06-10 13:40:00
360,BPNM926,"42 W Lynn Ave, Toronto, ON M4C 3W1",2017-05-10 21:21:00,43.68255,-79.31560999999999,2017-05-10 22:02:00,BPNM926,"1873-1901 Danforth Ave, Toronto, ON M4C 1J4",2017-05-10 22:07:00,43.68476,-79.31675,2017-06-10 07:57:00
361,BPNM926,"1873-1901 Danforth Ave, Toronto, ON M4C 1J4",2017-05-10 22:07:00,43.68476,-79.31675,2017-06-10 07:57:00,BPNM926,"Green P-31 Parliament St(surface lot, not garage)",2017-06-10 09:02:00,43.64955,-79.36169,2017-06-10 17:07:00
363,BPNM927,"Green P-31 Parliament St(surface lot, not garage)",2017-05-10 21:21:00,43.64955,-79.36169,2017-05-10 22:47:00,BPNM927,"55 Redpath Ave, Toronto, ON M4S",2017-05-10 23:17:00,43.705020000000005,-79.39175,2017-06-10 07:57:00
364,BPNM927,"55 Redpath Ave, Toronto, ON M4S",2017-05-10 23:17:00,43.705020000000005,-79.39175,2017-06-10 07:57:00,BPNM927,Unit Park-73 The Esplanade(surface lot),2017-06-10 08:52:00,43.64703,-79.3733,2017-06-10 17:07:00
366,BPNM928,"94 Bain Ave, Toronto, ON M4K",2017-05-10 21:21:00,43.671620000000004,-79.34907,2017-06-10 06:47:00,BPNM928,Green P-25 Dundas St E(no double parking),2017-06-10 07:57:00,43.656000000000006,-79.37993,2017-06-10 14:36:00
367,BPNM928,Green P-25 Dundas St E(no double parking),2017-06-10 07:57:00,43.656000000000006,-79.37993,2017-06-10 14:36:00,BPNM928,"25 Spruce Hill Rd, Toronto, ON M4E 3G3",2017-06-10 15:11:00,43.673359999999995,-79.28913,2017-06-10 17:07:00
369,BPNM930,"1130 Greenwood Ave, East York, ON M4J 4E6",2017-05-10 21:21:00,43.69337,-79.33835,2017-06-10 07:52:00,BPNM930,Unit Park-73 The Esplanade(surface lot),2017-06-10 13:25:00,43.64703,-79.3733,2017-06-10 15:21:00
370,BPNM930,Unit Park-73 The Esplanade(surface lot),2017-06-10 13:25:00,43.64703,-79.3733,2017-06-10 15:21:00,BPNM930,"26 De Savery Crescent, Toronto, ON M4S 2L2",2017-06-10 16:12:00,43.70358,-79.38954,2017-06-10 17:07:00
373,BPNM932,"54-60 Rumsey Rd, East York, ON M4G 1N8",2017-05-10 21:21:00,43.70355,-79.36694,2017-05-10 21:21:00,BPNM932,"Heath Rd, Toronto, ON M4G",2017-05-10 21:26:00,43.70598,-79.36653000000001,2017-06-10 06:26:00
374,BPNM932,"Heath Rd, Toronto, ON M4G",2017-05-10 21:26:00,43.70598,-79.36653000000001,2017-06-10 06:26:00,BPNM932,On street-18 Emily St(extra parking in garage),2017-06-10 07:07:00,43.64659,-79.38511,2017-06-10 16:02:00
375,BPNM932,On street-18 Emily St(extra parking in garage),2017-06-10 07:07:00,43.64659,-79.38511,2017-06-10 16:02:00,BPNM932,"5 St Bartholomew St, Toronto, ON M5A 1Y5",2017-06-10 16:47:00,43.6592,-79.36386,2017-06-10 17:07:00
377,BPNM934,"136-138 Glen Albert Dr, East York, ON M4B 1J3",2017-05-10 21:21:00,43.70257,-79.30093000000001,2017-06-10 10:03:00,BPNM934,"181-191 Rexleigh Dr, East York, ON M4B 2N7",2017-06-10 10:23:00,43.70332,-79.30489,2017-06-10 17:07:00
379,BPNM936,"Gardiner Expy, Toronto, ON M6K",2017-05-10 21:21:00,43.63682,-79.41458,2017-06-10 09:48:00,BPNM936,Green P-800 Fleet St(No Double Parking),2017-06-10 09:58:00,43.63691,-79.40972,2017-06-10 17:07:00
381,BPNM937,"118-120 Rainsford Rd, Toronto, ON M4L 3N9",2017-05-10 21:21:00,43.67269,-79.30873000000001,2017-05-10 22:33:00,BPNM937,"1837 Queen St E, Toronto, ON M4L 3Z6",2017-05-10 22:38:00,43.66836,-79.30724000000001,2017-06-10 07:07:00
382,BPNM937,"1837 Queen St E, Toronto, ON M4L 3Z6",2017-05-10 22:38:00,43.66836,-79.30724000000001,2017-06-10 07:07:00,BPNM937,"12-14 Brookmount Rd, Toronto, ON M4L 3N1",2017-06-10 07:12:00,43.668929999999996,-79.30837,2017-06-10 09:17:00
383,BPNM937,"12-14 Brookmount Rd, Toronto, ON M4L 3N1",2017-06-10 07:12:00,43.668929999999996,-79.30837,2017-06-10 09:17:00,BPNM937,"57 Grant St, Toronto, ON M4M 2H6",2017-06-10 11:29:00,43.660790000000006,-79.34912,2017-06-10 12:50:00
384,BPNM937,"57 Grant St, Toronto, ON M4M 2H6",2017-06-10 11:29:00,43.660790000000006,-79.34912,2017-06-10 12:50:00,BPNM937,"25 Norwood Rd, Toronto, ON M4E 2S1",2017-06-10 13:50:00,43.68362,-79.30294,2017-06-10 17:07:00
386,BPNM938,"38 Joe Shuster Way, Toronto, ON M6K 0A4",2017-05-10 21:21:00,43.64063,-79.42466999999999,2017-05-10 22:52:00,BPNM938,"10 Dovercourt Rd, Toronto, ON M6J 1H8",2017-05-10 23:07:00,43.643640000000005,-79.42188,2017-06-10 08:02:00
387,BPNM938,"10 Dovercourt Rd, Toronto, ON M6J 1H8",2017-05-10 23:07:00,43.643640000000005,-79.42188,2017-06-10 08:02:00,BPNM938,"21 Fennings St, Toronto, ON M6J 3B9",2017-06-10 08:07:00,43.6445,-79.42143,2017-06-10 11:34:00
388,BPNM938,"21 Fennings St, Toronto, ON M6J 3B9",2017-06-10 08:07:00,43.6445,-79.42143,2017-06-10 11:34:00,BPNM938,"112A Ossington Ave, Toronto, ON M6J 2Z4",2017-06-10 13:15:00,43.646679999999996,-79.41979,2017-06-10 13:25:00
389,BPNM938,"112A Ossington Ave, Toronto, ON M6J 2Z4",2017-06-10 13:15:00,43.646679999999996,-79.41979,2017-06-10 13:25:00,BPNM938,TargetPark-88 Isabella St (no double parking),2017-06-10 14:10:00,43.66878,-79.38136,2017-06-10 14:25:00
391,BPNM939,"1080 Queen St E, Toronto, ON M4M 3M4",2017-05-10 21:21:00,43.661809999999996,-79.33679000000001,2017-05-10 21:42:00,BPNM939,"247 Westlake Ave, East York, ON M4C 4T6",2017-05-10 23:22:00,43.694720000000004,-79.30830999999999,2017-06-10 17:07:00
393,BPNM940,"29 Pembroke St, Toronto, ON M5A 2N6",2017-06-10 09:32:00,43.65702,-79.37183,2017-06-10 13:15:00,BPNM940,"7 Berkeley St, Toronto, ON M5A 2L2",2017-06-10 14:25:00,43.66381,-79.36928,2017-06-10 15:21:00
395,BPNM942,"1822 Bloor St W, Toronto, ON M6P 3K6",2017-05-10 21:21:00,43.65419,-79.46265,2017-06-10 07:17:00,BPNM942,"78-104 Pacific Ave, Toronto, ON M6P",2017-06-10 07:27:00,43.65562,-79.4644,2017-06-10 17:07:00
397,BPNM943,"425 Main St, East York, ON M4C 4Y1",2017-05-10 21:21:00,43.69296,-79.30388,2017-06-10 09:17:00,BPNM943,"Impark-65 Navy Wharf(underground garage, 5 spaces)",2017-06-10 09:48:00,43.64111,-79.39161,2017-06-10 10:03:00
398,BPNM943,"Impark-65 Navy Wharf(underground garage, 5 spaces)",2017-06-10 09:48:00,43.64111,-79.39161,2017-06-10 10:03:00,BPNM943,GreenP-1155 King st W(no double parking),2017-06-10 10:18:00,43.63778,-79.42401,2017-06-10 10:18:00
399,BPNM943,GreenP-1155 King st W(no double parking),2017-06-10 10:18:00,43.63778,-79.42401,2017-06-10 10:18:00,BPNM943,"125 Western Battery Rd, Toronto, ON M6K 3S2",2017-06-10 10:28:00,43.63962,-79.41608000000001,2017-06-10 17:07:00
402,BPNM947,"148-401 W Toronto St, Toronto, ON M6N 3C9",2017-05-10 21:21:00,43.67007,-79.46775,2017-06-10 14:20:00,BPNM947,"43-45 Mulock Ave, Toronto, ON M6N 3C3",2017-06-10 15:06:00,43.66922,-79.4649,2017-06-10 17:07:00
404,BPNM948,"62 Indian Rd, Toronto, ON M6R 2T9",2017-05-10 21:21:00,43.6413,-79.45369000000001,2017-05-10 22:07:00,BPNM948,"92 Roncesvalles Ave, Toronto, ON M6R 2K8",2017-05-10 22:13:00,43.64204,-79.44747,2017-06-10 01:02:00
405,BPNM948,"92 Roncesvalles Ave, Toronto, ON M6R 2K8",2017-05-10 22:13:00,43.64204,-79.44747,2017-06-10 01:02:00,BPNM948,CVPA-134 Sterling Rd (on street only),2017-06-10 01:17:00,43.654379999999996,-79.44479,2017-06-10 17:07:00
407,BPNM949,"17 Pacific Ave, Toronto, ON M6P",2017-05-10 21:21:00,43.65445,-79.4639,2017-05-10 23:52:00,BPNM949,"391 Roncesvalles Ave, Toronto, ON M6R 2N1",2017-06-10 00:02:00,43.650690000000004,-79.45064,2017-06-10 03:03:00
408,BPNM949,"391 Roncesvalles Ave, Toronto, ON M6R 2N1",2017-06-10 00:02:00,43.650690000000004,-79.45064,2017-06-10 03:03:00,BPNM949,"28 Algonquin Ave, Toronto, ON M6R 1K7",2017-06-10 03:13:00,43.6432,-79.45536,2017-06-10 03:13:00
409,BPNM949,"28 Algonquin Ave, Toronto, ON M6R 1K7",2017-06-10 03:13:00,43.6432,-79.45536,2017-06-10 03:13:00,BPNM949,"1626 Queen St W, Toronto, ON M6R 1B2",2017-06-10 03:23:00,43.63944,-79.44275,2017-06-10 07:22:00
410,BPNM949,"1626 Queen St W, Toronto, ON M6R 1B2",2017-06-10 03:23:00,43.63944,-79.44275,2017-06-10 07:22:00,BPNM949,"80 Beaty Ave, Toronto, ON M6K 3B4",2017-06-10 07:32:00,43.63908,-79.44091,2017-06-10 09:37:00
411,BPNM949,"80 Beaty Ave, Toronto, ON M6K 3B4",2017-06-10 07:32:00,43.63908,-79.44091,2017-06-10 09:37:00,BPNM949,Impark-47 Richmond St E (dedicated spaces only),2017-06-10 10:28:00,43.65218,-79.37617,2017-06-10 10:33:00
412,BPNM949,Impark-47 Richmond St E (dedicated spaces only),2017-06-10 10:28:00,43.65218,-79.37617,2017-06-10 10:33:00,BPNM949,Starlight -155 Wellesley St E (rsvd spaces only),2017-06-10 10:48:00,43.66604,-79.37546999999999,2017-06-10 17:07:00
414,BPNM950,"18 Jersey Ave, Toronto, ON M6G 3A4",2017-05-10 21:21:00,43.65943,-79.41660999999999,2017-06-10 07:42:00,BPNM950,Where I Park-480 Adelaide St W(3 rsvd spaces),2017-06-10 08:17:00,43.645990000000005,-79.39985,2017-06-10 08:17:00
415,BPNM950,Where I Park-480 Adelaide St W(3 rsvd spaces),2017-06-10 08:17:00,43.645990000000005,-79.39985,2017-06-10 08:17:00,BPNM950,"131 Maclean Ave, Toronto, ON M4E",2017-06-10 09:02:00,43.67245,-79.29115,2017-06-10 09:58:00
416,BPNM950,"131 Maclean Ave, Toronto, ON M4E",2017-06-10 09:02:00,43.67245,-79.29115,2017-06-10 09:58:00,BPNM950,"24 Foxley St, Toronto, ON M6J 1R1",2017-06-10 10:28:00,43.64759,-79.42137,2017-06-10 11:24:00
417,BPNM950,"24 Foxley St, Toronto, ON M6J 1R1",2017-06-10 10:28:00,43.64759,-79.42137,2017-06-10 11:24:00,BPNM950,"31-45 Roxton Rd, Toronto, ON M6J 2Y3",2017-06-10 13:50:00,43.65059,-79.41986,2017-06-10 15:41:00
419,BPNM951,"120-124 MacKay Ave, Toronto, ON M6H 2N8",2017-05-10 21:21:00,43.676159999999996,-79.4474,2017-06-10 07:57:00,BPNM951,Green P-37 Yorkville Ave (garage),2017-06-10 09:07:00,43.67129,-79.38933,2017-06-10 14:05:00
420,BPNM951,Green P-37 Yorkville Ave (garage),2017-06-10 09:07:00,43.67129,-79.38933,2017-06-10 14:05:00,BPNM951,"57 Hazelton Ave, Toronto, ON M5R 2E3",2017-06-10 15:01:00,43.67252,-79.39372,2017-06-10 17:07:00
422,BPNM952,"113 Neville Park Blvd, Toronto, ON M4E 3P7",2017-05-10 21:21:00,43.67501,-79.28229,2017-06-10 11:49:00,BPNM952,"57 Claremont St, Toronto, ON M6J 2M7",2017-06-10 12:45:00,43.64812,-79.41035,2017-06-10 15:26:00
423,BPNM952,"57 Claremont St, Toronto, ON M6J 2M7",2017-06-10 12:45:00,43.64812,-79.41035,2017-06-10 15:26:00,BPNM952,"244 Gladstone Ave, Toronto, ON M6J 3L7",2017-06-10 16:02:00,43.650040000000004,-79.43,2017-06-10 17:07:00
425,BPNM954,"74 Wroxeter Ave, Toronto, ON M4J 1E6",2017-05-10 21:21:00,43.67553,-79.3417,2017-05-10 22:57:00,BPNM954,"771-775 Danforth Ave, Toronto, ON M4J",2017-05-10 23:07:00,43.6793,-79.34264,2017-06-10 07:12:00
426,BPNM954,"771-775 Danforth Ave, Toronto, ON M4J",2017-05-10 23:07:00,43.6793,-79.34264,2017-06-10 07:12:00,BPNM954,"17 Langford Ave, Toronto, ON M4J 3E4",2017-06-10 07:17:00,43.68031,-79.34076,2017-06-10 10:48:00
427,BPNM954,"17 Langford Ave, Toronto, ON M4J 3E4",2017-06-10 07:17:00,43.68031,-79.34076,2017-06-10 10:48:00,BPNM954,"50 Adelaide St E, Toronto, ON M5C 3G6",2017-06-10 11:49:00,43.65101,-79.37619000000001,2017-06-10 11:49:00
428,BPNM954,"50 Adelaide St E, Toronto, ON M5C 3G6",2017-06-10 11:49:00,43.65101,-79.37619000000001,2017-06-10 11:49:00,BPNM954,Impark-47 Richmond St E (dedicated spaces only),2017-06-10 12:50:00,43.65218,-79.37617,2017-06-10 15:26:00
429,BPNM954,Impark-47 Richmond St E (dedicated spaces only),2017-06-10 12:50:00,43.65218,-79.37617,2017-06-10 15:26:00,BPNM954,"19 Battenberg Ave, Toronto, ON M4L 1J7",2017-06-10 15:47:00,43.667390000000005,-79.3159,2017-06-10 17:07:00
432,BPNM958,"119 Madison Ave, Toronto, ON M5R 2S3",2017-06-10 09:53:00,43.67161,-79.40445,2017-06-10 12:29:00,BPNM958,"516-528 Beresford Ave, Toronto, ON M6S 3B7",2017-06-10 13:05:00,43.65953,-79.48177,2017-06-10 13:30:00
433,BPNM958,"516-528 Beresford Ave, Toronto, ON M6S 3B7",2017-06-10 13:05:00,43.65953,-79.48177,2017-06-10 13:30:00,BPNM958,Impark-47 Richmond St E (dedicated spaces only),2017-06-10 14:36:00,43.65218,-79.37617,2017-06-10 16:22:00
434,BPNM958,Impark-47 Richmond St E (dedicated spaces only),2017-06-10 14:36:00,43.65218,-79.37617,2017-06-10 16:22:00,BPNM958,"588 Adelaide St W, Toronto, ON M6J 3P8",2017-06-10 16:47:00,43.64476,-79.40393,2017-06-10 16:47:00
