FID,OID_,FID_,Lat,Long,Lat1,Long1,Shape_Leng,FID_1,VIN,Address,Date,DateD,DateH,Lat_1,Long_1,t2,t2D,t2H,VIN1,Address1,Date1,Date1D,Date1H,Lat1_1,Long1_1,t21,t21D,t21H
556,0,557,43.677320000000002,-79.357470000000006,43.657950000000000,-79.344589999999997,3307.802323339999900,557,BVYC935,Green P-35 Erindale Ave(no double parking),10/15/2017 0:01,15,0,43.677320000000002,-79.357470000000006,10/15/2017 0:11,15,0,BVYC935,"25 McGee St, Toronto, ON M4M 2L1",10/15/2017 0:42,15,0,43.657950000000000,-79.344589999999997,10/15/2017 9:37,15,9
557,0,558,43.657950000000000,-79.344589999999997,43.647030000000001,-79.373300000000000,3610.677603329999800,558,BVYC935,"25 McGee St, Toronto, ON M4M 2L1",10/15/2017 0:42,15,0,43.657950000000000,-79.344589999999997,10/15/2017 9:37,15,9,BVYC935,Unit Park-73 The Esplanade(surface lot),10/15/2017 9:57,15,9,43.647030000000001,-79.373300000000000,10/15/2017 12:39,15,12
558,0,559,43.647030000000001,-79.373300000000000,43.656709999999997,-79.406270000000006,3960.856411459999900,559,BVYC935,Unit Park-73 The Esplanade(surface lot),10/15/2017 9:57,15,9,43.647030000000001,-79.373300000000000,10/15/2017 12:39,15,12,BVYC935,"401-407 College St, Toronto, ON M5T 1S9",10/15/2017 13:19,15,13,43.656709999999997,-79.406270000000006,10/15/2017 15:19,15,15
559,0,560,43.656709999999997,-79.406270000000006,43.642740000000003,-79.422849999999997,2832.977778859999900,560,BVYC935,"401-407 College St, Toronto, ON M5T 1S9",10/15/2017 13:19,15,13,43.656709999999997,-79.406270000000006,10/15/2017 15:19,15,15,BVYC935,"55 Lisgar St, Toronto, ON M6J 3X6",10/15/2017 15:45,15,15,43.642740000000003,-79.422849999999997,10/15/2017 15:45,15,15
560,0,561,43.642740000000003,-79.422849999999997,43.641370000000002,-79.352400000000003,7845.289404969999900,561,BVYC935,"55 Lisgar St, Toronto, ON M6J 3X6",10/15/2017 15:45,15,15,43.642740000000003,-79.422849999999997,10/15/2017 15:45,15,15,BVYC935,"63 Polson St, Toronto, ON M5A 1A4",10/15/2017 16:25,15,16,43.641370000000002,-79.352400000000003,10/15/2017 17:24,15,17
561,0,562,43.641370000000002,-79.352400000000003,43.642719999999997,-79.430890000000005,8739.934653919999600,562,BVYC935,"63 Polson St, Toronto, ON M5A 1A4",10/15/2017 16:25,15,16,43.641370000000002,-79.352400000000003,10/15/2017 17:24,15,17,BVYC935,"17 Noble St, Toronto, ON M6K 2C7",10/15/2017 17:49,15,17,43.642719999999997,-79.430890000000005,10/15/2017 18:30,15,18
562,0,563,43.681910000000002,-79.302180000000007,43.662869999999998,-79.331969999999998,4425.403097110000100,563,BWCH138,"6-8 Norwood Rd, Toronto, ON M4E",10/15/2017 0:01,15,0,43.681910000000002,-79.302180000000007,10/15/2017 10:47,15,10,BWCH138,"1178 Queen St E, Toronto, ON M4M 1L4",10/15/2017 11:12,15,11,43.662869999999998,-79.331969999999998,10/15/2017 11:17,15,11
563,0,564,43.662869999999998,-79.331969999999998,43.656950000000002,-79.440939999999998,12164.640381400000000,564,BWCH138,"1178 Queen St E, Toronto, ON M4M 1L4",10/15/2017 11:12,15,11,43.662869999999998,-79.331969999999998,10/15/2017 11:17,15,11,BWCH138,"372 St Clarens Ave, Toronto, ON M6H 3W3",10/15/2017 11:42,15,11,43.656950000000002,-79.440939999999998,10/15/2017 11:53,15,11
564,0,565,43.656950000000002,-79.440939999999998,43.647370000000002,-79.437190000000001,1531.888754910000000,565,BWCH138,"372 St Clarens Ave, Toronto, ON M6H 3W3",10/15/2017 11:42,15,11,43.656950000000002,-79.440939999999998,10/15/2017 11:53,15,11,BWCH138,"55 Wyndham St, Toronto, ON M6K 1R9",10/15/2017 12:18,15,12,43.647370000000002,-79.437190000000001,10/15/2017 14:49,15,14
565,0,566,43.647370000000002,-79.437190000000001,43.662590000000002,-79.424800000000005,2717.745939009999800,566,BWCH138,"55 Wyndham St, Toronto, ON M6K 1R9",10/15/2017 12:18,15,12,43.647370000000002,-79.437190000000001,10/15/2017 14:49,15,14,BWCH138,"2-10 Carling Ave, Toronto, ON M6G",10/15/2017 15:40,15,15,43.662590000000002,-79.424800000000005,10/15/2017 16:10,15,16
566,0,567,43.662590000000002,-79.424800000000005,43.656269999999999,-79.357159999999993,7592.189071619999600,567,BWCH138,"2-10 Carling Ave, Toronto, ON M6G",10/15/2017 15:40,15,15,43.662590000000002,-79.424800000000005,10/15/2017 16:10,15,16,BWCH138,"573-575 King St E, Toronto, ON M5A 1M1",10/15/2017 17:44,15,17,43.656269999999999,-79.357159999999993,10/15/2017 18:30,15,18
567,0,568,43.668990000000001,-79.446629999999999,43.687289999999997,-79.458380000000005,3105.616087930000000,568,BWCH206,"180 Brandon Ave, Toronto, ON M6H 4H2",10/15/2017 0:27,15,0,43.668990000000001,-79.446629999999999,10/15/2017 0:52,15,0,BWCH206,"483 McRoberts Ave, York, ON M6E 4R3",10/15/2017 1:07,15,1,43.687289999999997,-79.458380000000005,10/15/2017 12:39,15,12
568,0,569,43.687289999999997,-79.458380000000005,43.663629999999998,-79.411779999999993,6338.070067759999800,569,BWCH206,"483 McRoberts Ave, York, ON M6E 4R3",10/15/2017 1:07,15,1,43.687289999999997,-79.458380000000005,10/15/2017 12:39,15,12,BWCH206,"34-38 Lennox St, Toronto, ON M6G 2L7",10/15/2017 13:09,15,13,43.663629999999998,-79.411779999999993,10/15/2017 18:30,15,18
569,0,570,43.692670000000000,-79.303799999999995,43.650089999999999,-79.393780000000007,11969.746010400000000,570,BWJC167,"413 Main St, East York, ON M4C 4Y1",10/15/2017 0:01,15,0,43.692670000000000,-79.303799999999995,10/15/2017 5:25,15,5,BWJC167,"14 Soho St, Toronto, ON M5T",10/15/2017 6:10,15,6,43.650089999999999,-79.393780000000007,10/15/2017 7:41,15,7
570,0,571,43.650089999999999,-79.393780000000007,43.635629999999999,-79.400480000000002,2346.083978359999900,571,BWJC167,"14 Soho St, Toronto, ON M5T",10/15/2017 6:10,15,6,43.650089999999999,-79.393780000000007,10/15/2017 7:41,15,7,BWJC167,"51-97 Bishop Tutu Blvd, Toronto, ON M5V 2Z7",10/15/2017 8:16,15,8,43.635629999999999,-79.400480000000002,10/15/2017 11:22,15,11
571,0,572,43.651470000000003,-79.362909999999999,43.644559999999998,-79.369709999999998,1305.023701710000100,572,BWJC180,"271 Front St E, Toronto, ON M5A 2Y1",10/15/2017 12:49,15,12,43.651470000000003,-79.362909999999999,10/15/2017 13:24,15,13,BWJC180,Targetpark-Loblaws Queens Quay E(enter off Jarvis),10/15/2017 14:04,15,14,43.644559999999998,-79.369709999999998,10/15/2017 14:14,15,14
572,0,573,43.644559999999998,-79.369709999999998,43.650590000000001,-79.362409999999997,1233.260392729999900,573,BWJC180,Targetpark-Loblaws Queens Quay E(enter off Jarvis),10/15/2017 14:04,15,14,43.644559999999998,-79.369709999999998,10/15/2017 14:14,15,14,BWJC180,"56 Parliament St, Toronto, ON M5A 1G1",10/15/2017 14:24,15,14,43.650590000000001,-79.362409999999997,10/15/2017 14:59,15,14
573,0,574,43.650590000000001,-79.362409999999997,43.671819999999997,-79.320920000000001,5657.193252820000500,574,BWJC180,"56 Parliament St, Toronto, ON M5A 1G1",10/15/2017 14:24,15,14,43.650590000000001,-79.362409999999997,10/15/2017 14:59,15,14,BWJC180,"465 Craven Rd, Toronto, ON M4L 2Z5",10/15/2017 15:25,15,15,43.671819999999997,-79.320920000000001,10/15/2017 16:05,15,16
574,0,575,43.671819999999997,-79.320920000000001,43.637779999999999,-79.424009999999996,12614.562173300001000,575,BWJC180,"465 Craven Rd, Toronto, ON M4L 2Z5",10/15/2017 15:25,15,15,43.671819999999997,-79.320920000000001,10/15/2017 16:05,15,16,BWJC180,GreenP-1155 King st W(no double parking),10/15/2017 16:57,15,16,43.637779999999999,-79.424009999999996,10/15/2017 18:30,15,18
575,0,576,43.667290000000001,-79.363140000000001,43.671289999999999,-79.389330000000001,2979.738439469999800,576,BWJC183,"377-413 Sumach St, Toronto, ON M4X",10/15/2017 0:06,15,0,43.667290000000001,-79.363140000000001,10/15/2017 9:02,15,9,BWJC183,Green P-37 Yorkville Ave (garage),10/15/2017 9:17,15,9,43.671289999999999,-79.389330000000001,10/15/2017 9:32,15,9
576,0,577,43.671289999999999,-79.389330000000001,43.659410000000001,-79.349599999999995,4785.677988569999800,577,BWJC183,Green P-37 Yorkville Ave (garage),10/15/2017 9:17,15,9,43.671289999999999,-79.389330000000001,10/15/2017 9:32,15,9,BWJC183,"107 Broadview Ave, Toronto, ON M4M 2E9",10/15/2017 9:47,15,9,43.659410000000001,-79.349599999999995,10/15/2017 9:47,15,9
577,0,578,43.659410000000001,-79.349599999999995,43.684040000000003,-79.314419999999998,5450.295113170000100,578,BWJC183,"107 Broadview Ave, Toronto, ON M4M 2E9",10/15/2017 9:47,15,9,43.659410000000001,-79.349599999999995,10/15/2017 9:47,15,9,BWJC183,"89 E Lynn Ave, Toronto, ON M4C 3X3",10/15/2017 10:37,15,10,43.684040000000003,-79.314419999999998,10/15/2017 18:30,15,18
578,0,579,43.646599999999999,-79.394769999999994,43.647030000000001,-79.373300000000000,2390.944756710000100,579,BYZM425,Green P-363 Adelaide St W(no double parking),10/15/2017 0:01,15,0,43.646599999999999,-79.394769999999994,10/15/2017 4:44,15,4,BYZM425,Unit Park-73 The Esplanade(surface lot),10/15/2017 4:54,15,4,43.647030000000001,-79.373300000000000,10/15/2017 18:30,15,18
579,0,580,43.647030000000001,-79.373300000000000,43.708199999999998,-79.380170000000007,9446.198984529999500,580,BYZM425,Unit Park-73 The Esplanade(surface lot),10/15/2017 4:54,15,4,43.647030000000001,-79.373300000000000,10/15/2017 18:30,15,18,BYZM425,"320 Cleveland St, Toronto, ON M4S 2W9",10/15/2017 14:19,15,14,43.708199999999998,-79.380170000000007,10/15/2017 15:40,15,15
580,0,581,43.637779999999999,-79.424009999999996,43.671939999999999,-79.411100000000005,5448.800224360000400,581,BZNC732,GreenP-1155 King st W(no double parking),10/15/2017 11:02,15,11,43.637779999999999,-79.424009999999996,10/15/2017 12:18,15,12,BZNC732,"201 Howland Ave, Toronto, ON M5R 3B7",10/15/2017 13:14,15,13,43.671939999999999,-79.411100000000005,10/15/2017 17:02,15,17
581,0,582,43.671939999999999,-79.411100000000005,43.664839999999998,-79.383589999999998,3251.488721149999900,582,BZNC732,"201 Howland Ave, Toronto, ON M5R 3B7",10/15/2017 13:14,15,13,43.671939999999999,-79.411100000000005,10/15/2017 17:02,15,17,BZNC732,Green P-15 Wellesley St. e(No Double Parking),10/15/2017 17:39,15,17,43.664839999999998,-79.383589999999998,10/15/2017 17:49,15,17
582,0,583,43.636940000000003,-79.474689999999995,43.646590000000003,-79.385109999999997,10081.880489200001000,583,CAFP116,"1 Ripley Ave, Toronto, ON M6S 3P2",10/15/2017 6:10,15,6,43.636940000000003,-79.474689999999995,10/15/2017 7:51,15,7,CAFP116,On street-18 Emily St(extra parking in garage),10/15/2017 8:21,15,8,43.646590000000003,-79.385109999999997,10/15/2017 15:40,15,15
583,0,584,43.646590000000003,-79.385109999999997,43.649970000000003,-79.448179999999994,7040.150115770000400,584,CAFP116,On street-18 Emily St(extra parking in garage),10/15/2017 8:21,15,8,43.646590000000003,-79.385109999999997,10/15/2017 15:40,15,15,CAFP116,"34 Parkway Ave, Toronto, ON M6R 1T5",10/15/2017 16:40,15,16,43.649970000000003,-79.448179999999994,10/15/2017 16:40,15,16
584,0,585,43.649970000000003,-79.448179999999994,43.645609999999998,-79.351990000000001,10728.810173100001000,585,CAFP116,"34 Parkway Ave, Toronto, ON M6R 1T5",10/15/2017 16:40,15,16,43.649970000000003,-79.448179999999994,10/15/2017 16:40,15,16,CAFP116,"54 Commissioners St, Toronto, ON M5A",10/15/2017 17:29,15,17,43.645609999999998,-79.351990000000001,10/15/2017 17:54,15,17
585,0,586,43.666570000000000,-79.332679999999996,43.679670000000002,-79.345759999999999,2486.984124059999900,586,CALM397,"1480 Dundas St E, Toronto, ON M4M 1S9",10/15/2017 0:01,15,0,43.666570000000000,-79.332679999999996,10/15/2017 6:55,15,6,CALM397,"722 Pape Ave, Toronto, ON M4K 3S7",10/15/2017 7:26,15,7,43.679670000000002,-79.345759999999999,10/15/2017 12:03,15,12
586,0,587,43.679670000000002,-79.345759999999999,43.645659999999999,-79.390180000000001,7200.019781199999700,587,CALM397,"722 Pape Ave, Toronto, ON M4K 3S7",10/15/2017 7:26,15,7,43.679670000000002,-79.345759999999999,10/15/2017 12:03,15,12,CALM397,"134 Wellington St W, Toronto, ON M5V 3W1",10/15/2017 12:49,15,12,43.645659999999999,-79.390180000000001,10/15/2017 12:49,15,12
587,0,588,43.645659999999999,-79.390180000000001,43.658400000000000,-79.402040000000000,2363.258552899999800,588,CALM397,"134 Wellington St W, Toronto, ON M5V 3W1",10/15/2017 12:49,15,12,43.645659999999999,-79.390180000000001,10/15/2017 12:49,15,12,CALM397,"33 Robert St, Toronto, ON M5S 2K2",10/15/2017 13:19,15,13,43.658400000000000,-79.402040000000000,10/15/2017 14:44,15,14
588,0,589,43.658400000000000,-79.402040000000000,43.656050000000000,-79.419719999999998,2001.068264270000100,589,CALM397,"33 Robert St, Toronto, ON M5S 2K2",10/15/2017 13:19,15,13,43.658400000000000,-79.402040000000000,10/15/2017 14:44,15,14,CALM397,"432 Crawford St, Toronto, ON M6G 3J6",10/15/2017 14:54,15,14,43.656050000000000,-79.419719999999998,10/15/2017 14:59,15,14
589,0,590,43.656050000000000,-79.419719999999998,43.657420000000002,-79.439909999999998,2257.404014950000100,590,CALM397,"432 Crawford St, Toronto, ON M6G 3J6",10/15/2017 14:54,15,14,43.656050000000000,-79.419719999999998,10/15/2017 14:59,15,14,CALM397,"294 Margueretta St, Toronto, ON M6H 3S3",10/15/2017 15:35,15,15,43.657420000000002,-79.439909999999998,10/15/2017 18:10,15,18
590,0,591,43.684390000000000,-79.318569999999994,43.666499999999999,-79.314959999999999,2782.671527580000200,591,CAMW601,"1809 Danforth Ave, Toronto, ON M4C 1J2",10/15/2017 0:01,15,0,43.684390000000000,-79.318569999999994,10/15/2017 7:46,15,7,CAMW601,"1080 Eastern Ave, Toronto, ON M4L 1A8",10/15/2017 8:21,15,8,43.666499999999999,-79.314959999999999,10/15/2017 10:32,15,10
591,0,592,43.666499999999999,-79.314959999999999,43.682310000000001,-79.309399999999997,2510.802261710000000,592,CAMW601,"1080 Eastern Ave, Toronto, ON M4L 1A8",10/15/2017 8:21,15,8,43.666499999999999,-79.314959999999999,10/15/2017 10:32,15,10,CAMW601,"52-54 Darrell Ave, Toronto, ON M4E 2G4",10/15/2017 10:47,15,10,43.682310000000001,-79.309399999999997,10/15/2017 11:42,15,11
592,0,593,43.682310000000001,-79.309399999999997,43.666260000000001,-79.318680000000001,2677.561134370000200,593,CAMW601,"52-54 Darrell Ave, Toronto, ON M4E 2G4",10/15/2017 10:47,15,10,43.682310000000001,-79.309399999999997,10/15/2017 11:42,15,11,CAMW601,"70 Craven Rd, Toronto, ON M4L 2Z4",10/15/2017 11:58,15,11,43.666260000000001,-79.318680000000001,10/15/2017 12:39,15,12
593,0,594,43.666260000000001,-79.318680000000001,43.682340000000003,-79.309410000000000,2681.393494370000100,594,CAMW601,"70 Craven Rd, Toronto, ON M4L 2Z4",10/15/2017 11:58,15,11,43.666260000000001,-79.318680000000001,10/15/2017 12:39,15,12,CAMW601,"56 Darrell Ave, Toronto, ON M4E 2G4",10/15/2017 12:59,15,12,43.682340000000003,-79.309410000000000,10/15/2017 18:30,15,18
594,0,595,43.683709999999998,-79.321610000000007,43.682130000000001,-79.321830000000006,244.442505790000010,595,CAMW602,"1675 Danforth Ave, Toronto, ON M4C 5P2",10/15/2017 5:25,15,5,43.683709999999998,-79.321610000000007,10/15/2017 8:42,15,8,CAMW602,"29 Woodrow Ave, Toronto, ON M4C 1G5",10/15/2017 8:47,15,8,43.682130000000001,-79.321830000000006,10/15/2017 9:52,15,9
595,0,596,43.682130000000001,-79.321830000000006,43.679690000000001,-79.345740000000006,2688.017311319999900,596,CAMW602,"29 Woodrow Ave, Toronto, ON M4C 1G5",10/15/2017 8:47,15,8,43.682130000000001,-79.321830000000006,10/15/2017 9:52,15,9,CAMW602,"722 Pape Ave, Toronto, ON M4K 3S7",10/15/2017 11:42,15,11,43.679690000000001,-79.345740000000006,10/15/2017 11:42,15,11
596,0,597,43.679690000000001,-79.345740000000006,43.663480000000000,-79.343950000000007,2502.711814270000100,597,CAMW602,"722 Pape Ave, Toronto, ON M4K 3S7",10/15/2017 11:42,15,11,43.679690000000001,-79.345740000000006,10/15/2017 11:42,15,11,CAMW602,"72 Paisley Ave, Toronto, ON M4M 2N7",10/15/2017 12:59,15,12,43.663480000000000,-79.343950000000007,10/15/2017 13:44,15,13
597,0,598,43.663480000000000,-79.343950000000007,43.683810000000001,-79.303049999999999,5524.478770159999800,598,CAMW602,"72 Paisley Ave, Toronto, ON M4M 2N7",10/15/2017 12:59,15,12,43.663480000000000,-79.343950000000007,10/15/2017 13:44,15,13,CAMW602,"28 Norwood Rd, Toronto, ON M4E 2R8",10/15/2017 14:34,15,14,43.683810000000001,-79.303049999999999,10/15/2017 15:55,15,15
598,0,599,43.683810000000001,-79.303049999999999,43.682310000000001,-79.309399999999997,743.634143523000030,599,CAMW602,"28 Norwood Rd, Toronto, ON M4E 2R8",10/15/2017 14:34,15,14,43.683810000000001,-79.303049999999999,10/15/2017 15:55,15,15,CAMW602,"52-54 Darrell Ave, Toronto, ON M4E 2G4",10/15/2017 16:10,15,16,43.682310000000001,-79.309399999999997,10/15/2017 16:10,15,16
599,0,600,43.682310000000001,-79.309399999999997,43.667540000000002,-79.313800000000001,2325.441871080000100,600,CAMW602,"52-54 Darrell Ave, Toronto, ON M4E 2G4",10/15/2017 16:10,15,16,43.682310000000001,-79.309399999999997,10/15/2017 16:10,15,16,CAMW602,"7 Orchard Park Blvd, Toronto, ON M4L 3E3",10/15/2017 16:25,15,16,43.667540000000002,-79.313800000000001,10/15/2017 17:24,15,17
600,0,601,43.667540000000002,-79.313800000000001,43.682360000000003,-79.309160000000006,2338.721336130000100,601,CAMW602,"7 Orchard Park Blvd, Toronto, ON M4L 3E3",10/15/2017 16:25,15,16,43.667540000000002,-79.313800000000001,10/15/2017 17:24,15,17,CAMW602,"58 Darrell Ave, Toronto, ON M4E 2G4",10/15/2017 18:05,15,18,43.682360000000003,-79.309160000000006,10/15/2017 18:30,15,18
601,0,602,43.682740000000003,-79.324280000000002,43.696449999999999,-79.349289999999996,3493.712745370000000,602,CAMW609,"731 Rhodes Ave, Toronto, ON M4J 4X5",10/15/2017 0:01,15,0,43.682740000000003,-79.324280000000002,10/15/2017 0:47,15,0,CAMW609,"73 Rivercourt Blvd, East York, ON M4J 3A3",10/15/2017 1:12,15,1,43.696449999999999,-79.349289999999996,10/15/2017 5:45,15,5
602,0,603,43.696449999999999,-79.349289999999996,43.677779999999998,-79.314909999999998,4786.199335860000200,603,CAMW609,"73 Rivercourt Blvd, East York, ON M4J 3A3",10/15/2017 1:12,15,1,43.696449999999999,-79.349289999999996,10/15/2017 5:45,15,5,CAMW609,"110 Bowmore Rd, Toronto, ON M4L",10/15/2017 6:25,15,6,43.677779999999998,-79.314909999999998,10/15/2017 9:22,15,9
603,0,604,43.677779999999998,-79.314909999999998,43.678310000000003,-79.352000000000004,4129.645765510000300,604,CAMW609,"110 Bowmore Rd, Toronto, ON M4L",10/15/2017 6:25,15,6,43.677779999999998,-79.314909999999998,10/15/2017 9:22,15,9,CAMW609,"29 Chester Ave, Toronto, ON M4K 2Z8",10/15/2017 9:32,15,9,43.678310000000003,-79.352000000000004,10/15/2017 10:37,15,10
604,0,605,43.678310000000003,-79.352000000000004,43.684629999999999,-79.363439999999997,1602.554691410000000,605,CAMW609,"29 Chester Ave, Toronto, ON M4K 2Z8",10/15/2017 9:32,15,9,43.678310000000003,-79.352000000000004,10/15/2017 10:37,15,10,CAMW609,Evergreen Brickworks (Northeast parking lot),10/15/2017 10:47,15,10,43.684629999999999,-79.363439999999997,10/15/2017 18:30,15,18
605,0,606,43.637790000000003,-79.401550000000000,43.665759999999999,-79.411479999999997,4442.953419049999900,606,CAMW610,The Garrison-169 Fort York BLVD (1 car/space only),10/15/2017 0:01,15,0,43.637790000000003,-79.401550000000000,10/15/2017 11:58,15,11,CAMW610,"830 Bathurst St, Toronto, ON M5R 3G1",10/15/2017 9:12,15,9,43.665759999999999,-79.411479999999997,10/15/2017 11:02,15,11
606,0,607,43.665759999999999,-79.411479999999997,43.640659999999997,-79.394610000000000,4294.192824840000000,607,CAMW610,"830 Bathurst St, Toronto, ON M5R 3G1",10/15/2017 9:12,15,9,43.665759999999999,-79.411479999999997,10/15/2017 11:02,15,11,CAMW610,"Impark-22 Fort York(garage under sobeys, 5 spaces)",10/15/2017 12:08,15,12,43.640659999999997,-79.394610000000000,10/15/2017 12:49,15,12
607,0,608,43.640659999999997,-79.394610000000000,43.636910000000000,-79.409719999999993,1778.193611120000000,608,CAMW610,"Impark-22 Fort York(garage under sobeys, 5 spaces)",10/15/2017 12:08,15,12,43.640659999999997,-79.394610000000000,10/15/2017 12:49,15,12,CAMW610,Green P-800 Fleet St(No Double Parking),10/15/2017 13:09,15,13,43.636910000000000,-79.409719999999993,10/15/2017 18:30,15,18
608,0,609,43.684170000000002,-79.319460000000007,43.647030000000001,-79.373300000000000,8281.725406240000700,609,CAMW611,"1775A Danforth Ave, Toronto, ON M4C 1J1",10/15/2017 0:01,15,0,43.684170000000002,-79.319460000000007,10/15/2017 7:51,15,7,CAMW611,Unit Park-73 The Esplanade(surface lot),10/15/2017 8:26,15,8,43.647030000000001,-79.373300000000000,10/15/2017 9:22,15,9
609,0,610,43.647030000000001,-79.373300000000000,43.660580000000003,-79.339799999999997,4272.377543259999600,610,CAMW611,Unit Park-73 The Esplanade(surface lot),10/15/2017 8:26,15,8,43.647030000000001,-79.373300000000000,10/15/2017 9:22,15,9,CAMW611,"179 Carlaw Ave, Toronto, ON M4M 2R8",10/15/2017 9:47,15,9,43.660580000000003,-79.339799999999997,10/15/2017 10:32,15,10
610,0,611,43.660580000000003,-79.339799999999997,43.653689999999997,-79.389359999999996,5617.927713639999600,611,CAMW611,"179 Carlaw Ave, Toronto, ON M4M 2R8",10/15/2017 9:47,15,9,43.660580000000003,-79.339799999999997,10/15/2017 10:32,15,10,CAMW611,Green P-121 St Patrick St(No Double Parking),10/15/2017 11:17,15,11,43.653689999999997,-79.389359999999996,10/15/2017 14:29,15,14
611,0,612,43.653689999999997,-79.389359999999996,43.646670000000000,-79.395139999999998,1257.150404430000000,612,CAMW611,Green P-121 St Patrick St(No Double Parking),10/15/2017 11:17,15,11,43.653689999999997,-79.389359999999996,10/15/2017 14:29,15,14,CAMW611,Green P-105 Spadina Ave(No Double Parking),10/15/2017 16:10,15,16,43.646670000000000,-79.395139999999998,10/15/2017 16:10,15,16
612,0,613,43.646670000000000,-79.395139999999998,43.646590000000003,-79.385109999999997,1116.602318860000000,613,CAMW611,Green P-105 Spadina Ave(No Double Parking),10/15/2017 16:10,15,16,43.646670000000000,-79.395139999999998,10/15/2017 16:10,15,16,CAMW611,On street-18 Emily St(extra parking in garage),10/15/2017 18:05,15,18,43.646590000000003,-79.385109999999997,10/15/2017 18:30,15,18
613,0,614,43.698950000000004,-79.396529999999998,43.638590000000001,-79.385480000000001,9370.237678479999900,614,CAMW613,Where I Park-1941 Yonge St(surface lot),10/15/2017 0:01,15,0,43.698950000000004,-79.396529999999998,10/15/2017 9:37,15,9,CAMW613,TargetPark-249 Queens Quay W(Radisson Garage),10/15/2017 10:47,15,10,43.638590000000001,-79.385480000000001,10/15/2017 17:19,15,17
614,0,615,43.638590000000001,-79.385480000000001,43.696309999999997,-79.401679999999999,9063.880941510000400,615,CAMW613,TargetPark-249 Queens Quay W(Radisson Garage),10/15/2017 10:47,15,10,43.638590000000001,-79.385480000000001,10/15/2017 17:19,15,17,CAMW613,"9 Oriole Crescent, Toronto, ON M5P 1L6",10/15/2017 18:10,15,18,43.696309999999997,-79.401679999999999,10/15/2017 18:30,15,18
615,0,616,43.653790000000001,-79.464519999999993,43.655279999999998,-79.467799999999997,431.131176136000020,616,CAMW615,"1874 Bloor St W, Toronto, ON M6P 3K7",10/15/2017 0:01,15,0,43.653790000000001,-79.464519999999993,10/15/2017 8:21,15,8,CAMW615,"100 Quebec Ave, Toronto, ON M6P 4B8",10/15/2017 8:26,15,8,43.655279999999998,-79.467799999999997,10/15/2017 12:54,15,12
616,0,617,43.655279999999998,-79.467799999999997,43.654730000000001,-79.465890000000002,228.841549289999990,617,CAMW615,"100 Quebec Ave, Toronto, ON M6P 4B8",10/15/2017 8:26,15,8,43.655279999999998,-79.467799999999997,10/15/2017 12:54,15,12,CAMW615,"26-32 High Park Ave, Toronto, ON M6P",10/15/2017 12:59,15,12,43.654730000000001,-79.465890000000002,10/15/2017 12:59,15,12
617,0,618,43.654730000000001,-79.465890000000002,43.655250000000002,-79.467709999999997,217.826864421000010,618,CAMW615,"26-32 High Park Ave, Toronto, ON M6P",10/15/2017 12:59,15,12,43.654730000000001,-79.465890000000002,10/15/2017 12:59,15,12,CAMW615,"63-77 Quebec Ave, Toronto, ON M6P 2T3",10/15/2017 14:24,15,14,43.655250000000002,-79.467709999999997,10/15/2017 18:30,15,18
618,0,619,43.639009999999999,-79.444659999999999,43.653149999999997,-79.368660000000006,8735.452820500000600,619,CAMW616,"1617-1621 Queen St W, Toronto, ON M6R 1A9",10/15/2017 0:01,15,0,43.639009999999999,-79.444659999999999,10/15/2017 2:12,15,2,CAMW616,Green P-323 Richmond St E(no double parking),10/15/2017 2:37,15,2,43.653149999999997,-79.368660000000006,10/15/2017 9:27,15,9
619,0,620,43.653149999999997,-79.368660000000006,43.637790000000003,-79.401550000000000,4357.579688760000000,620,CAMW616,Green P-323 Richmond St E(no double parking),10/15/2017 2:37,15,2,43.653149999999997,-79.368660000000006,10/15/2017 9:27,15,9,CAMW616,The Garrison-169 Fort York BLVD (1 car/space only),10/15/2017 10:02,15,10,43.637790000000003,-79.401550000000000,10/15/2017 10:02,15,10
620,0,621,43.637790000000003,-79.401550000000000,43.654299999999999,-79.400080000000003,2545.123127880000100,621,CAMW616,The Garrison-169 Fort York BLVD (1 car/space only),10/15/2017 10:02,15,10,43.637790000000003,-79.401550000000000,10/15/2017 10:02,15,10,CAMW616,Green P-20 St. Andrew St(no double parking),10/15/2017 10:42,15,10,43.654299999999999,-79.400080000000003,10/15/2017 14:59,15,14
621,0,622,43.649410000000003,-79.418210000000002,43.641199999999998,-79.447119999999998,3457.203337909999800,622,CAMW617,"250 Shaw St, Toronto, ON M6J",10/15/2017 0:01,15,0,43.649410000000003,-79.418210000000002,10/15/2017 1:32,15,1,CAMW617,"70 Roncesvalles Ave, Toronto, ON M6R 2K6",10/15/2017 1:52,15,1,43.641199999999998,-79.447119999999998,10/15/2017 8:36,15,8
622,0,623,43.641199999999998,-79.447119999999998,43.640320000000003,-79.446029999999993,181.787447370000000,623,CAMW617,"70 Roncesvalles Ave, Toronto, ON M6R 2K6",10/15/2017 1:52,15,1,43.641199999999998,-79.447119999999998,10/15/2017 8:36,15,8,CAMW617,"75 Harvard Ave, Toronto, ON M6R 1C7",10/15/2017 8:42,15,8,43.640320000000003,-79.446029999999993,10/15/2017 11:53,15,11
