FID,OID_,FID_,Lat,Long,Lat1,Long1,Shape_Leng,FID_1,VIN,Address,Date,DateD,DateH,Lat_1,Long_1,t2,t2D,t2H,VIN1,Address1,Date1,Date1D,Date1H,Lat1_1,Long1_1,t21,t21D,t21H
0,0,1,43.641590000000001,-79.447329999999994,43.643990000000002,-79.446439999999996,382.252491749000000,1,BNYB048,"80-82 Roncesvalles Ave, Toronto, ON M6R 2K7",10/15/2017 0:01,15,0,43.641590000000001,-79.447329999999994,10/15/2017 8:42,15,8,BNYB048,"157 Garden Ave, Toronto, ON M6R 1H8",10/15/2017 8:47,15,8,43.643990000000002,-79.446439999999996,10/15/2017 16:00,15,16
1,0,2,43.643990000000002,-79.446439999999996,43.700730000000000,-79.427859999999995,8974.165994189999800,2,BNYB048,"157 Garden Ave, Toronto, ON M6R 1H8",10/15/2017 8:47,15,8,43.643990000000002,-79.446439999999996,10/15/2017 16:00,15,16,BNYB048,"912 Eglinton Ave W, Toronto, ON M6C 2C2",10/15/2017 16:57,15,16,43.700730000000000,-79.427859999999995,10/15/2017 18:30,15,18
2,0,3,43.636910000000000,-79.409719999999993,43.637790000000003,-79.401550000000000,919.497652592000010,3,BNYB050,Green P-800 Fleet St(No Double Parking),10/15/2017 0:01,15,0,43.636910000000000,-79.409719999999993,10/15/2017 10:12,15,10,BNYB050,The Garrison-169 Fort York BLVD (1 car/space only),10/15/2017 11:32,15,11,43.637790000000003,-79.401550000000000,10/15/2017 13:39,15,13
3,0,4,43.637790000000003,-79.401550000000000,43.646329999999999,-79.394549999999995,1527.408864739999900,4,BNYB050,The Garrison-169 Fort York BLVD (1 car/space only),10/15/2017 11:32,15,11,43.637790000000003,-79.401550000000000,10/15/2017 13:39,15,13,BNYB050,"7 Oxley St, Toronto, ON M5V",10/15/2017 12:18,15,12,43.646329999999999,-79.394549999999995,10/15/2017 12:44,15,12
4,0,5,43.646329999999999,-79.394549999999995,43.663730000000001,-79.401030000000006,2772.652330620000200,5,BNYB050,"7 Oxley St, Toronto, ON M5V",10/15/2017 12:18,15,12,43.646329999999999,-79.394549999999995,10/15/2017 12:44,15,12,BNYB050,UofT-42 Harbord St-car2go park signs (enter alley),10/15/2017 14:29,15,14,43.663730000000001,-79.401030000000006,10/15/2017 15:19,15,15
5,0,6,43.663730000000001,-79.401030000000006,43.687840000000001,-79.351799999999997,6618.437502640000300,6,BNYB050,UofT-42 Harbord St-car2go park signs (enter alley),10/15/2017 14:29,15,14,43.663730000000001,-79.401030000000006,10/15/2017 15:19,15,15,BNYB050,"70-80 Gowan Ave, East York, ON M4K 2E4",10/15/2017 16:10,15,16,43.687840000000001,-79.351799999999997,10/15/2017 17:09,15,17
6,0,7,43.687840000000001,-79.351799999999997,43.684890000000003,-79.316410000000005,3965.684430070000000,7,BNYB050,"70-80 Gowan Ave, East York, ON M4K 2E4",10/15/2017 16:10,15,16,43.687840000000001,-79.351799999999997,10/15/2017 17:09,15,17,BNYB050,"1909 Danforth Ave, Toronto, ON M4C 1J4",10/15/2017 18:05,15,18,43.684890000000003,-79.316410000000005,10/15/2017 18:30,15,18
7,0,8,43.663310000000003,-79.366860000000003,43.651930000000000,-79.356499999999997,2096.678559909999900,8,BNYB053,"13 Spruce St, Toronto, ON M5A 2H6",10/15/2017 0:22,15,0,43.663310000000003,-79.366860000000003,10/15/2017 1:12,15,1,BNYB053,"455 Cooperage St, Toronto, ON M5A 1G9",10/15/2017 1:27,15,1,43.651930000000000,-79.356499999999997,10/15/2017 2:47,15,2
8,0,9,43.651930000000000,-79.356499999999997,43.664819999999999,-79.446550000000002,10218.648191200000000,9,BNYB053,"455 Cooperage St, Toronto, ON M5A 1G9",10/15/2017 1:27,15,1,43.651930000000000,-79.356499999999997,10/15/2017 2:47,15,2,BNYB053,"277 Lappin Ave, Toronto, ON M6H 1Y9",10/15/2017 3:12,15,3,43.664819999999999,-79.446550000000002,10/15/2017 10:32,15,10
9,0,10,43.664819999999999,-79.446550000000002,43.661290000000001,-79.443920000000006,617.074450347000040,10,BNYB053,"277 Lappin Ave, Toronto, ON M6H 1Y9",10/15/2017 3:12,15,3,43.664819999999999,-79.446550000000002,10/15/2017 10:32,15,10,BNYB053,"586-640 Lansdowne Ave, Toronto, ON M6H 3Y7",10/15/2017 12:13,15,12,43.661290000000001,-79.443920000000006,10/15/2017 12:44,15,12
10,0,11,43.661290000000001,-79.443920000000006,43.664870000000001,-79.404730000000001,4397.255785499999500,11,BNYB053,"586-640 Lansdowne Ave, Toronto, ON M6H 3Y7",10/15/2017 12:13,15,12,43.661290000000001,-79.443920000000006,10/15/2017 12:44,15,12,BNYB053,"272 Robert St, Toronto, ON M5S 2K8",10/15/2017 13:39,15,13,43.664870000000001,-79.404730000000001,10/15/2017 15:04,15,15
11,0,12,43.664870000000001,-79.404730000000001,43.660130000000002,-79.430570000000003,2967.530347360000200,12,BNYB053,"272 Robert St, Toronto, ON M5S 2K8",10/15/2017 13:39,15,13,43.664870000000001,-79.404730000000001,10/15/2017 15:04,15,15,BNYB053,"357 Rusholme Rd, Toronto, ON M6H 2Z4",10/15/2017 15:19,15,15,43.660130000000002,-79.430570000000003,10/15/2017 15:25,15,15
12,0,13,43.660130000000002,-79.430570000000003,43.670079999999999,-79.441199999999995,1935.132899120000000,13,BNYB053,"357 Rusholme Rd, Toronto, ON M6H 2Z4",10/15/2017 15:19,15,15,43.660130000000002,-79.430570000000003,10/15/2017 15:25,15,15,BNYB053,"11 Brandon Ave, Toronto, ON M6H 2C8",10/15/2017 15:45,15,15,43.670079999999999,-79.441199999999995,10/15/2017 18:20,15,18
13,0,14,43.647790000000001,-79.392870000000002,43.690600000000003,-79.348399999999998,8240.888479940000300,14,BNYB054,"111 Peter St, Toronto, ON M5V 2G9",10/15/2017 0:16,15,0,43.647790000000001,-79.392870000000002,10/15/2017 2:02,15,2,BNYB054,"128 Gamble Ave, East York, ON M4J 2P3",10/15/2017 2:32,15,2,43.690600000000003,-79.348399999999998,10/15/2017 12:59,15,12
14,0,15,43.690600000000003,-79.348399999999998,43.689149999999998,-79.350340000000003,310.594706987999980,15,BNYB054,"128 Gamble Ave, East York, ON M4J 2P3",10/15/2017 2:32,15,2,43.690600000000003,-79.348399999999998,10/15/2017 12:59,15,12,BNYB054,CVPA 96 Cosburn Ave (on street only),10/15/2017 14:14,15,14,43.689149999999998,-79.350340000000003,10/15/2017 15:30,15,15
15,0,16,43.689149999999998,-79.350340000000003,43.669589999999999,-79.341170000000005,3179.078551789999900,16,BNYB054,CVPA 96 Cosburn Ave (on street only),10/15/2017 14:14,15,14,43.689149999999998,-79.350340000000003,10/15/2017 15:30,15,15,BNYB054,"388 Pape Ave, Toronto, ON M4K 3P4",10/15/2017 15:55,15,15,43.669589999999999,-79.341170000000005,10/15/2017 16:20,15,16
16,0,17,43.669589999999999,-79.341170000000005,43.649650000000001,-79.375029999999995,4860.183992029999900,17,BNYB054,"388 Pape Ave, Toronto, ON M4K 3P4",10/15/2017 15:55,15,15,43.669589999999999,-79.341170000000005,10/15/2017 16:20,15,16,BNYB054,"47 Rodega Ln, Toronto, ON M5E 1L8",10/15/2017 16:52,15,16,43.649650000000001,-79.375029999999995,10/15/2017 18:30,15,18
17,0,18,43.669899999999998,-79.385289999999998,43.643560000000001,-79.427599999999998,6213.582898110000300,18,BNYB057,"20 Hayden St, Toronto, ON M4Y 1V8",10/15/2017 0:01,15,0,43.669899999999998,-79.385289999999998,10/15/2017 3:23,15,3,BNYB057,"26 Gladstone Ave, Toronto, ON M6J 3K6",10/15/2017 3:43,15,3,43.643560000000001,-79.427599999999998,10/15/2017 9:17,15,9
18,0,19,43.643560000000001,-79.427599999999998,43.637779999999999,-79.424009999999996,974.787456223000050,19,BNYB057,"26 Gladstone Ave, Toronto, ON M6J 3K6",10/15/2017 3:43,15,3,43.643560000000001,-79.427599999999998,10/15/2017 9:17,15,9,BNYB057,GreenP-1155 King st W(no double parking),10/15/2017 11:07,15,11,43.637779999999999,-79.424009999999996,10/15/2017 12:49,15,12
19,0,20,43.637779999999999,-79.424009999999996,43.677320000000002,-79.357470000000006,9585.428639019999500,20,BNYB057,GreenP-1155 King st W(no double parking),10/15/2017 11:07,15,11,43.637779999999999,-79.424009999999996,10/15/2017 12:49,15,12,BNYB057,Green P-35 Erindale Ave(no double parking),10/15/2017 13:24,15,13,43.677320000000002,-79.357470000000006,10/15/2017 14:09,15,14
20,0,21,43.677320000000002,-79.357470000000006,43.654010000000000,-79.371729999999999,3922.670919400000000,21,BNYB057,Green P-35 Erindale Ave(no double parking),10/15/2017 13:24,15,13,43.677320000000002,-79.357470000000006,10/15/2017 14:09,15,14,BNYB057,"175 Queen St E, Toronto, ON M5A 1S2",10/15/2017 14:29,15,14,43.654010000000000,-79.371729999999999,10/15/2017 14:44,15,14
21,0,22,43.654010000000000,-79.371729999999999,43.666040000000002,-79.375470000000007,1897.337829210000100,22,BNYB057,"175 Queen St E, Toronto, ON M5A 1S2",10/15/2017 14:29,15,14,43.654010000000000,-79.371729999999999,10/15/2017 14:44,15,14,BNYB057,Starlight -155 Wellesley St E (rsvd spaces only),10/15/2017 14:54,15,14,43.666040000000002,-79.375470000000007,10/15/2017 15:14,15,15
22,0,23,43.666040000000002,-79.375470000000007,43.650880000000001,-79.359399999999994,2939.638477829999800,23,BNYB057,Starlight -155 Wellesley St E (rsvd spaces only),10/15/2017 14:54,15,14,43.666040000000002,-79.375470000000007,10/15/2017 15:14,15,15,BNYB057,"50 Mill St, Toronto, ON M5A 1G3",10/15/2017 15:35,15,15,43.650880000000001,-79.359399999999994,10/15/2017 16:46,15,16
23,0,24,43.650880000000001,-79.359399999999994,43.666300000000000,-79.380189999999999,3314.467578400000100,24,BNYB057,"50 Mill St, Toronto, ON M5A 1G3",10/15/2017 15:35,15,15,43.650880000000001,-79.359399999999994,10/15/2017 16:46,15,16,BNYB057,Starlight-80 Wellesley St E (behind building),10/15/2017 17:09,15,17,43.666300000000000,-79.380189999999999,10/15/2017 17:09,15,17
24,0,25,43.666300000000000,-79.380189999999999,43.647030000000001,-79.373300000000000,3062.570691930000100,25,BNYB057,Starlight-80 Wellesley St E (behind building),10/15/2017 17:09,15,17,43.666300000000000,-79.380189999999999,10/15/2017 17:09,15,17,BNYB057,Unit Park-73 The Esplanade(surface lot),10/15/2017 17:34,15,17,43.647030000000001,-79.373300000000000,10/15/2017 18:30,15,18
25,0,26,43.642840000000000,-79.430310000000006,43.669950000000000,-79.437340000000006,4244.028700480000200,26,BNYB058,"11-17 Noble St, Toronto, ON M6K",10/15/2017 12:18,15,12,43.642840000000000,-79.430310000000006,10/15/2017 12:18,15,12,BNYB058,"310 Bartlett Ave N, Toronto, ON M6H 2B9",10/15/2017 13:19,15,13,43.669950000000000,-79.437340000000006,10/15/2017 15:45,15,15
26,0,27,43.669950000000000,-79.437340000000006,43.670099999999998,-79.441170000000000,426.978154657999990,27,BNYB058,"310 Bartlett Ave N, Toronto, ON M6H 2B9",10/15/2017 13:19,15,13,43.669950000000000,-79.437340000000006,10/15/2017 15:45,15,15,BNYB058,"11 Brandon Ave, Toronto, ON M6H 2C8",10/15/2017 16:57,15,16,43.670099999999998,-79.441170000000000,10/15/2017 17:54,15,17
27,0,28,43.653680000000001,-79.415149999999997,43.655079999999998,-79.421670000000006,757.092000254000030,28,BNYB059,"112 Grace St, Toronto, ON M6J 2S2",10/15/2017 0:01,15,0,43.653680000000001,-79.415149999999997,10/15/2017 3:12,15,3,BNYB059,"240 Roxton Rd, Toronto, ON M6G 3P9",10/15/2017 3:58,15,3,43.655079999999998,-79.421670000000006,10/15/2017 6:45,15,6
28,0,29,43.655079999999998,-79.421670000000006,43.669110000000003,-79.456450000000004,4432.935918999999600,29,BNYB059,"240 Roxton Rd, Toronto, ON M6G 3P9",10/15/2017 3:58,15,3,43.655079999999998,-79.421670000000006,10/15/2017 6:45,15,6,BNYB059,"47 Uxbridge Ave, Toronto, ON M6N 1A5",10/15/2017 7:31,15,7,43.669110000000003,-79.456450000000004,10/15/2017 18:30,15,18
29,0,30,43.663159999999998,-79.310040000000001,43.658479999999997,-79.406920000000000,10808.649456100000000,30,BNYB063,"1679-1681 Lake Shore Blvd E, Toronto, ON M4L 3W6",10/15/2017 0:01,15,0,43.663159999999998,-79.310040000000001,10/15/2017 16:30,15,16,BNYB063,"22 Vankoughnet St, Toronto, ON M5S",10/15/2017 17:29,15,17,43.658479999999997,-79.406920000000000,10/15/2017 18:05,15,18
30,0,31,43.685060000000000,-79.315650000000005,43.685099999999998,-79.315700000000007,8.300295739430000,31,BNYB071,"1951-1983 Danforth Ave, Toronto, ON M4C 1J4",10/15/2017 0:01,15,0,43.685060000000000,-79.315650000000005,10/15/2017 7:51,15,7,BNYB071,"1946 Danforth Ave, Toronto, ON M4C 1J4",10/15/2017 12:03,15,12,43.685099999999998,-79.315700000000007,10/15/2017 12:03,15,12
31,0,32,43.685099999999998,-79.315700000000007,43.685029999999998,-79.315240000000003,52.328457578500000,32,BNYB071,"1946 Danforth Ave, Toronto, ON M4C 1J4",10/15/2017 12:03,15,12,43.685099999999998,-79.315700000000007,10/15/2017 12:03,15,12,BNYB071,"108 E Lynn Ave, Toronto, ON M4C 3X2",10/15/2017 12:08,15,12,43.685029999999998,-79.315240000000003,10/15/2017 12:08,15,12
32,0,33,43.641640000000002,-79.399159999999995,43.660449999999997,-79.478459999999998,9289.884513940000000,33,BNYB072,Green P-10 Portland St(No Double Parking),10/15/2017 0:01,15,0,43.641640000000002,-79.399159999999995,10/15/2017 4:49,15,4,BNYB072,"476 Annette St, Toronto, ON M6P 1S2",10/15/2017 5:25,15,5,43.660449999999997,-79.478459999999998,10/15/2017 7:00,15,7
33,0,34,43.660449999999997,-79.478459999999998,43.646599999999999,-79.394769999999994,9556.922924250000500,34,BNYB072,"476 Annette St, Toronto, ON M6P 1S2",10/15/2017 5:25,15,5,43.660449999999997,-79.478459999999998,10/15/2017 7:00,15,7,BNYB072,Green P-363 Adelaide St W(no double parking),10/15/2017 7:26,15,7,43.646599999999999,-79.394769999999994,10/15/2017 11:58,15,11
34,0,35,43.646599999999999,-79.394769999999994,43.688910000000000,-79.412859999999995,6815.514227579999900,35,BNYB072,Green P-363 Adelaide St W(no double parking),10/15/2017 7:26,15,7,43.646599999999999,-79.394769999999994,10/15/2017 11:58,15,11,BNYB072,"418 Spadina Rd, Toronto, ON M5P 2W4",10/15/2017 8:42,15,8,43.688910000000000,-79.412859999999995,10/15/2017 11:17,15,11
35,0,36,43.688910000000000,-79.412859999999995,43.637790000000003,-79.401550000000000,7966.556187850000200,36,BNYB072,"418 Spadina Rd, Toronto, ON M5P 2W4",10/15/2017 8:42,15,8,43.688910000000000,-79.412859999999995,10/15/2017 11:17,15,11,BNYB072,The Garrison-169 Fort York BLVD (1 car/space only),10/15/2017 12:23,15,12,43.637790000000003,-79.401550000000000,10/15/2017 16:30,15,16
36,0,37,43.637790000000003,-79.401550000000000,43.665680000000002,-79.309479999999994,11111.162559000000000,37,BNYB072,The Garrison-169 Fort York BLVD (1 car/space only),10/15/2017 12:23,15,12,43.637790000000003,-79.401550000000000,10/15/2017 16:30,15,16,BNYB072,"55 Winners Cir, Toronto, ON M4L 3Y7",10/15/2017 17:34,15,17,43.665680000000002,-79.309479999999994,10/15/2017 18:30,15,18
37,0,38,43.636910000000000,-79.409719999999993,43.637779999999999,-79.424009999999996,1596.374244650000000,38,BNYB074,Green P-800 Fleet St(No Double Parking),10/15/2017 0:01,15,0,43.636910000000000,-79.409719999999993,10/15/2017 11:27,15,11,BNYB074,GreenP-1155 King st W(no double parking),10/15/2017 11:58,15,11,43.637779999999999,-79.424009999999996,10/15/2017 12:03,15,12
38,0,39,43.637779999999999,-79.424009999999996,43.639119999999998,-79.414490000000001,1079.619575859999900,39,BNYB074,GreenP-1155 King st W(no double parking),10/15/2017 11:58,15,11,43.637779999999999,-79.424009999999996,10/15/2017 12:03,15,12,BNYB074,"69 Lynn Williams St, Toronto, ON M6K 3R7",10/15/2017 13:19,15,13,43.639119999999998,-79.414490000000001,10/15/2017 13:59,15,13
39,0,40,43.639119999999998,-79.414490000000001,43.642449999999997,-79.404849999999996,1189.104694290000000,40,BNYB074,"69 Lynn Williams St, Toronto, ON M6K 3R7",10/15/2017 13:19,15,13,43.639119999999998,-79.414490000000001,10/15/2017 13:59,15,13,BNYB074,"43A Tecumseth St, Toronto, ON M5V 2R8",10/15/2017 14:44,15,14,43.642449999999997,-79.404849999999996,10/15/2017 14:44,15,14
40,0,41,43.642449999999997,-79.404849999999996,43.638590000000001,-79.385480000000001,2236.515055830000200,41,BNYB074,"43A Tecumseth St, Toronto, ON M5V 2R8",10/15/2017 14:44,15,14,43.642449999999997,-79.404849999999996,10/15/2017 14:44,15,14,BNYB074,TargetPark-249 Queens Quay W(Radisson Garage),10/15/2017 15:04,15,15,43.638590000000001,-79.385480000000001,10/15/2017 15:14,15,15
41,0,42,43.638590000000001,-79.385480000000001,43.641109999999998,-79.391610000000000,784.800259772999990,42,BNYB074,TargetPark-249 Queens Quay W(Radisson Garage),10/15/2017 15:04,15,15,43.638590000000001,-79.385480000000001,10/15/2017 15:14,15,15,BNYB074,"Impark-65 Navy Wharf(underground garage, 5 spaces)",10/15/2017 15:25,15,15,43.641109999999998,-79.391610000000000,10/15/2017 15:55,15,15
42,0,43,43.642940000000003,-79.426869999999994,43.673540000000003,-79.459770000000006,5965.075956089999600,43,BNYB077,"1204 Queen St W, Toronto, ON M6J 1J6",10/15/2017 0:42,15,0,43.642940000000003,-79.426869999999994,10/15/2017 10:57,15,10,BNYB077,"87 Hounslow Heath Rd, Toronto, ON M6N 1G7",10/15/2017 11:37,15,11,43.673540000000003,-79.459770000000006,10/15/2017 15:04,15,15
43,0,44,43.673540000000003,-79.459770000000006,43.644500000000001,-79.427949999999996,5702.081874350000400,44,BNYB077,"87 Hounslow Heath Rd, Toronto, ON M6N 1G7",10/15/2017 11:37,15,11,43.673540000000003,-79.459770000000006,10/15/2017 15:04,15,15,BNYB077,"66 Gladstone Ave, Toronto, ON M6J 3K8",10/15/2017 16:05,15,16,43.644500000000001,-79.427949999999996,10/15/2017 16:25,15,16
44,0,45,43.644500000000001,-79.427949999999996,43.665419999999997,-79.463690000000000,5117.551462380000000,45,BNYB077,"66 Gladstone Ave, Toronto, ON M6J 3K8",10/15/2017 16:05,15,16,43.644500000000001,-79.427949999999996,10/15/2017 16:25,15,16,BNYB077,"2828A Dundas St W, Toronto, ON M6P 1Y7",10/15/2017 16:57,15,16,43.665419999999997,-79.463690000000000,10/15/2017 17:09,15,17
45,0,46,43.647030000000001,-79.373300000000000,43.655999999999999,-79.379930000000002,1565.007237130000000,46,BNYB080,Unit Park-73 The Esplanade(surface lot),10/15/2017 0:01,15,0,43.647030000000001,-79.373300000000000,10/15/2017 1:12,15,1,BNYB080,Green P-25 Dundas St E(no double parking),10/15/2017 1:22,15,1,43.655999999999999,-79.379930000000002,10/15/2017 12:08,15,12
46,0,47,43.655999999999999,-79.379930000000002,43.638590000000001,-79.385480000000001,2748.700188970000000,47,BNYB080,Green P-25 Dundas St E(no double parking),10/15/2017 1:22,15,1,43.655999999999999,-79.379930000000002,10/15/2017 12:08,15,12,BNYB080,TargetPark-249 Queens Quay W(Radisson Garage),10/15/2017 15:30,15,15,43.638590000000001,-79.385480000000001,10/15/2017 17:29,15,17
47,0,48,43.664760000000001,-79.340149999999994,43.665540000000000,-79.338629999999995,207.456230092000000,48,BNYB081,"90 Boston Ave, Toronto, ON M4M 2T9",10/15/2017 10:52,15,10,43.664760000000001,-79.340149999999994,10/15/2017 12:18,15,12,BNYB081,"1290-1292 Dundas St E, Toronto, ON M4M 1S6",10/15/2017 13:44,15,13,43.665540000000000,-79.338629999999995,10/15/2017 13:49,15,13
48,0,49,43.665540000000000,-79.338629999999995,43.655909999999999,-79.372910000000005,4093.639443449999800,49,BNYB081,"1290-1292 Dundas St E, Toronto, ON M4M 1S6",10/15/2017 13:44,15,13,43.665540000000000,-79.338629999999995,10/15/2017 13:49,15,13,BNYB081,"226 A George St, Toronto, ON M5A 2N1",10/15/2017 14:09,15,14,43.655909999999999,-79.372910000000005,10/15/2017 14:24,15,14
49,0,50,43.655909999999999,-79.372910000000005,43.686279999999996,-79.352509999999995,5196.469055419999700,50,BNYB081,"226 A George St, Toronto, ON M5A 2N1",10/15/2017 14:09,15,14,43.655909999999999,-79.372910000000005,10/15/2017 14:24,15,14,BNYB081,"1097-1098 Logan Ave, Toronto, ON M4K",10/15/2017 14:54,15,14,43.686279999999996,-79.352509999999995,10/15/2017 18:30,15,18
50,0,51,43.640659999999997,-79.394610000000000,43.671379999999999,-79.391180000000006,4742.070009269999900,51,BNYB082,"Impark-22 Fort York(garage under sobeys, 5 spaces)",10/15/2017 10:57,15,10,43.640659999999997,-79.394610000000000,10/15/2017 17:14,15,17,BNYB082,"79 Scollard St, Toronto, ON M5R 1G4",10/15/2017 12:39,15,12,43.671379999999999,-79.391180000000006,10/15/2017 15:25,15,15
51,0,52,43.671379999999999,-79.391180000000006,43.644350000000003,-79.388840000000002,4167.195419329999800,52,BNYB082,"79 Scollard St, Toronto, ON M5R 1G4",10/15/2017 12:39,15,12,43.671379999999999,-79.391180000000006,10/15/2017 15:25,15,15,BNYB082,"4 John St, Toronto, ON M5V",10/15/2017 15:45,15,15,43.644350000000003,-79.388840000000002,10/15/2017 16:25,15,16
52,0,53,43.642650000000003,-79.448710000000005,43.660829999999997,-79.406750000000002,5444.382795649999900,53,BNYB083,"200 Galley Ave, Toronto, ON M6R",10/15/2017 0:01,15,0,43.642650000000003,-79.448710000000005,10/15/2017 11:37,15,11,BNYB083,"152 Borden St, Toronto, ON M5S 2N3",10/15/2017 12:49,15,12,43.660829999999997,-79.406750000000002,10/15/2017 13:19,15,13
53,0,54,43.660829999999997,-79.406750000000002,43.664070000000002,-79.431600000000003,2810.859033150000000,54,BNYB083,"152 Borden St, Toronto, ON M5S 2N3",10/15/2017 12:49,15,12,43.660829999999997,-79.406750000000002,10/15/2017 13:19,15,13,BNYB083,"41-43 Shanly St, Toronto, ON M6H",10/15/2017 13:44,15,13,43.664070000000002,-79.431600000000003,10/15/2017 13:54,15,13
54,0,55,43.653149999999997,-79.368660000000006,43.654380000000003,-79.444789999999998,8476.865813880000100,55,BNYB085,Green P-323 Richmond St E(no double parking),10/15/2017 11:37,15,11,43.653149999999997,-79.368660000000006,10/15/2017 13:09,15,13,BNYB085,CVPA-134 Sterling Rd (on street only),10/15/2017 14:09,15,14,43.654380000000003,-79.444789999999998,10/15/2017 15:35,15,15
55,0,56,43.654380000000003,-79.444789999999998,43.656489999999998,-79.439459999999997,676.343218528999960,56,BNYB085,CVPA-134 Sterling Rd (on street only),10/15/2017 14:09,15,14,43.654380000000003,-79.444789999999998,10/15/2017 15:35,15,15,BNYB085,"256 Margueretta St, Toronto, ON M6H 3S3",10/15/2017 15:45,15,15,43.656489999999998,-79.439459999999997,10/15/2017 17:54,15,17
56,0,57,43.656489999999998,-79.439459999999997,43.636110000000002,-79.434250000000006,3188.414052770000100,57,BNYB085,"256 Margueretta St, Toronto, ON M6H 3S3",10/15/2017 15:45,15,15,43.656489999999998,-79.439459999999997,10/15/2017 17:54,15,17,BNYB085,"100 Close Ave, Toronto, ON M6K 2V3",10/15/2017 18:30,15,18,43.636110000000002,-79.434250000000006,10/15/2017 18:30,15,18
57,0,58,43.667389999999997,-79.311530000000005,43.645989999999998,-79.399850000000001,10368.461000900001000,58,BNYB088,"1695 Queen St E, Toronto, ON M4L",10/15/2017 0:01,15,0,43.667389999999997,-79.311530000000005,10/15/2017 1:32,15,1,BNYB088,Where I Park-480 Adelaide St W(3 rsvd spaces),10/15/2017 2:12,15,2,43.645989999999998,-79.399850000000001,10/15/2017 2:52,15,2
58,0,59,43.645989999999998,-79.399850000000001,43.658909999999999,-79.376559999999998,3266.964010820000100,59,BNYB088,Where I Park-480 Adelaide St W(3 rsvd spaces),10/15/2017 2:12,15,2,43.645989999999998,-79.399850000000001,10/15/2017 2:52,15,2,BNYB088,"150 Mutual St, Toronto, ON M5B 2M7",10/15/2017 3:18,15,3,43.658909999999999,-79.376559999999998,10/15/2017 9:47,15,9
59,0,60,43.658909999999999,-79.376559999999998,43.664670000000001,-79.321089999999998,6238.179749300000400,60,BNYB088,"150 Mutual St, Toronto, ON M5B 2M7",10/15/2017 3:18,15,3,43.658909999999999,-79.376559999999998,10/15/2017 9:47,15,9,BNYB088,"36 Woodfield Rd, Toronto, ON M4L 2W3",10/15/2017 10:27,15,10,43.664670000000001,-79.321089999999998,10/15/2017 11:07,15,11
60,0,61,43.664670000000001,-79.321089999999998,43.652180000000001,-79.376170000000002,6425.607773589999900,61,BNYB088,"36 Woodfield Rd, Toronto, ON M4L 2W3",10/15/2017 10:27,15,10,43.664670000000001,-79.321089999999998,10/15/2017 11:07,15,11,BNYB088,Impark-47 Richmond St E (dedicated spaces only),10/15/2017 11:53,15,11,43.652180000000001,-79.376170000000002,10/15/2017 13:44,15,13
61,0,62,43.652180000000001,-79.376170000000002,43.649799999999999,-79.444770000000005,7645.290825959999900,62,BNYB088,Impark-47 Richmond St E (dedicated spaces only),10/15/2017 11:53,15,11,43.652180000000001,-79.376170000000002,10/15/2017 13:44,15,13,BNYB088,"367 Sorauren Ave, Toronto, ON M6R 2G5",10/15/2017 18:25,15,18,43.649799999999999,-79.444770000000005,10/15/2017 18:30,15,18
62,0,63,43.684880000000000,-79.316479999999999,43.684699999999999,-79.316239999999993,38.490893672799999,63,BNYB092,"1909 Danforth Ave, Toronto, ON M4C 1J4",10/15/2017 0:01,15,0,43.684880000000000,-79.316479999999999,10/15/2017 8:31,15,8,BNYB092,"112 W Lynn Ave, Toronto, ON M4C 3W2",10/15/2017 8:36,15,8,43.684699999999999,-79.316239999999993,10/15/2017 15:14,15,15
63,0,64,43.684699999999999,-79.316239999999993,43.636910000000000,-79.409719999999993,12742.245425499999000,64,BNYB092,"112 W Lynn Ave, Toronto, ON M4C 3W2",10/15/2017 8:36,15,8,43.684699999999999,-79.316239999999993,10/15/2017 15:14,15,15,BNYB092,Green P-800 Fleet St(No Double Parking),10/15/2017 16:15,15,16,43.636910000000000,-79.409719999999993,10/15/2017 18:30,15,18
64,0,65,43.665179999999999,-79.408860000000004,43.645989999999998,-79.399850000000001,3118.316041550000100,65,BNYB096,"Bagpipe Lane, Toronto, ON M5S 1Y4",10/15/2017 0:01,15,0,43.665179999999999,-79.408860000000004,10/15/2017 11:02,15,11,BNYB096,Where I Park-480 Adelaide St W(3 rsvd spaces),10/15/2017 11:53,15,11,43.645989999999998,-79.399850000000001,10/15/2017 16:40,15,16
65,0,66,43.645989999999998,-79.399850000000001,43.688769999999998,-79.306359999999998,12314.772673800000000,66,BNYB096,Where I Park-480 Adelaide St W(3 rsvd spaces),10/15/2017 11:53,15,11,43.645989999999998,-79.399850000000001,10/15/2017 16:40,15,16,BNYB096,"58 Gates Ave, Toronto, ON M4C 1S9",10/15/2017 17:29,15,17,43.688769999999998,-79.306359999999998,10/15/2017 18:30,15,18
66,0,67,43.645989999999998,-79.399850000000001,43.671289999999999,-79.389330000000001,4065.235567719999800,67,BNYB104,Where I Park-480 Adelaide St W(3 rsvd spaces),10/15/2017 10:57,15,10,43.645989999999998,-79.399850000000001,10/15/2017 14:09,15,14,BNYB104,Green P-37 Yorkville Ave (garage),10/15/2017 14:34,15,14,43.671289999999999,-79.389330000000001,10/15/2017 18:20,15,18
