FID,VIN,Address,Date,DateD,DateH,Lat,Long,t2,t2D,t2H,VIN1,Address1,Date1,Date1D,Date1H,Lat1,Long1,t21,t21D,t21H
1921,CBBV950,"381-383 Sunnyside Ave, Toronto, ON M6R 2R9",10/17/2017 19:09,17,19,43.64974,-79.45279,10/17/2017 19:14,17,19,CBBV950,"1697 Dundas St W, Toronto, ON M6K 1V2",10/17/2017 19:39,17,19,43.65001,-79.43789,10/17/2017 21:21,17,21
1922,CBBV950,"1697 Dundas St W, Toronto, ON M6K 1V2",10/17/2017 19:39,17,19,43.65001,-79.43789,10/17/2017 21:21,17,21,CBBV950,"302 Brock Ave, Toronto, ON M6K 2M4",10/17/2017 21:36,17,21,43.65085,-79.43604,10/17/2017 23:57,17,23
1923,CBBV952,"1763 Queen St E, Toronto, ON M4L 3Y4",10/17/2017 0:00,17,0,43.66786,-79.30971,10/17/2017 7:19,17,7,CBBV952,"117 Northern Dancer Blvd, Toronto, ON M4L 3Z8",10/17/2017 7:29,17,7,43.66703,-79.31123,10/17/2017 7:50,17,7
1924,CBBV952,"117 Northern Dancer Blvd, Toronto, ON M4L 3Z8",10/17/2017 7:29,17,7,43.66703,-79.31123,10/17/2017 7:50,17,7,CBBV952,"565 Nairn Ave, York, ON M6E 4J5",10/17/2017 9:20,17,9,43.69387,-79.45559,10/17/2017 19:49,17,19
1925,CBBV952,"565 Nairn Ave, York, ON M6E 4J5",10/17/2017 9:20,17,9,43.69387,-79.45559,10/17/2017 19:49,17,19,CBBV952,"CVPA - 1094 Davenport Rd(on street, 3 cars only)",10/17/2017 20:10,17,20,43.67478,-79.42994,10/17/2017 23:57,17,23
1926,CBBV954,"160-166 Mutual St, Toronto, ON M5B",10/17/2017 20:40,17,20,43.65967,-79.37688,10/17/2017 21:01,17,21,CBBV954,"280 Church St, Toronto, ON M5B 1Z4",10/17/2017 21:46,17,21,43.65703,-79.37741,10/17/2017 21:46,17,21
1927,CBBV954,"280 Church St, Toronto, ON M5B 1Z4",10/17/2017 21:46,17,21,43.65703,-79.37741,10/17/2017 21:46,17,21,CBBV954,"60 Scarboro Beach Blvd, Toronto, ON M4E 2X1",10/17/2017 22:16,17,22,43.66963,-79.29285,10/17/2017 23:57,17,23
1928,CBBV956,"84 Holly St, Toronto, ON M4S 3C9",10/17/2017 0:00,17,0,43.70627,-79.39652,10/17/2017 15:17,17,15,CBBV956,"209 McCaul St, Toronto, ON M5T 1W6",10/17/2017 16:02,17,16,43.6573,-79.39215,10/17/2017 17:48,17,17
1929,CBBV956,"209 McCaul St, Toronto, ON M5T 1W6",10/17/2017 16:02,17,16,43.6573,-79.39215,10/17/2017 17:48,17,17,CBBV956,Four Points by Sheraton-American Drive ($7.50 fee),10/17/2017 18:59,17,18,43.69046,-79.62055,10/17/2017 19:04,17,19
1930,CBBV956,Four Points by Sheraton-American Drive ($7.50 fee),10/17/2017 18:59,17,18,43.69046,-79.62055,10/17/2017 19:04,17,19,CBBV956,"225-237 Davisville Ave, Toronto, ON M4S 1G8",10/17/2017 20:45,17,20,43.70006,-79.38802,10/17/2017 21:26,17,21
1931,CBBV956,"225-237 Davisville Ave, Toronto, ON M4S 1G8",10/17/2017 20:45,17,20,43.70006,-79.38802,10/17/2017 21:26,17,21,CBBV956,"141 Pailton Crescent, Toronto, ON M4S 1C6",10/17/2017 22:06,17,22,43.69917,-79.39073,10/17/2017 23:57,17,23
1932,CBBV957,"228 Medland St, Toronto, ON M6P 2N7",10/17/2017 0:00,17,0,43.66493,-79.46722,10/17/2017 9:00,17,9,CBBV957,"6 Natalie Pl, Toronto, ON M4M 3P7",10/17/2017 10:24,17,10,43.66208,-79.34225,10/17/2017 10:24,17,10
1933,CBBV961,"11-19 Glenburn Ave, East York, ON M4B 2X2",10/17/2017 0:00,17,0,43.70718,-79.29763,10/17/2017 11:04,17,11,CBBV961,"2908 St Clair Ave E, East York, ON M4B 1N7",10/17/2017 15:42,17,15,43.7081,-79.30112,10/17/2017 23:57,17,23
1934,CBBV963,"67-71 Branstone Rd, York, ON M6E 4E3",10/17/2017 0:00,17,0,43.69297,-79.45399,10/17/2017 14:17,17,14,CBBV963,"67 Branstone Rd, York, ON M6E 4E3",10/17/2017 15:17,17,15,43.69299,-79.45397,10/17/2017 17:03,17,17
1935,CBBV963,"67 Branstone Rd, York, ON M6E 4E3",10/17/2017 15:17,17,15,43.69299,-79.45397,10/17/2017 17:03,17,17,CBBV963,"179 Grace St, Toronto, ON M6G 3A7",10/17/2017 17:28,17,17,43.65613,-79.41543,10/17/2017 17:43,17,17
1936,CBBV963,"179 Grace St, Toronto, ON M6G 3A7",10/17/2017 17:28,17,17,43.65613,-79.41543,10/17/2017 17:43,17,17,CBBV963,"175 Grace St, Toronto, ON M6G 3A7",10/17/2017 20:25,17,20,43.65617,-79.41527,10/17/2017 20:45,17,20
1937,CBBV963,"175 Grace St, Toronto, ON M6G 3A7",10/17/2017 20:25,17,20,43.65617,-79.41527,10/17/2017 20:45,17,20,CBBV963,"60 Gwynne Ave, Toronto, ON M6K 2C4",10/17/2017 21:16,17,21,43.6409,-79.42975,10/17/2017 21:21,17,21
1938,CBBV964,Starlight -155 Wellesley St E (rsvd spaces only),10/17/2017 4:23,17,4,43.66604,-79.37547,10/17/2017 12:00,17,12,CBBV964,"42 Richmond St E, Toronto, ON M5C 1N7",10/17/2017 12:26,17,12,43.65225,-79.37709,10/17/2017 15:07,17,15
1939,CBBV968,"50-56 Hillside Dr, East York, ON M4K 2M2",10/17/2017 0:00,17,0,43.6881,-79.35665,10/17/2017 7:50,17,7,CBBV968,CVPA 96 Cosburn Ave (on street only),10/17/2017 8:30,17,8,43.68915,-79.35034,10/17/2017 11:25,17,11
1940,CBBV970,"238 Annette St, Toronto, ON M6P 1R1",10/17/2017 0:30,17,0,43.66255,-79.4711,10/17/2017 12:41,17,12,CBBV970,"78-104 Pacific Ave, Toronto, ON M6P",10/17/2017 13:31,17,13,43.65547,-79.46442,10/17/2017 18:43,17,18
1941,CBBV970,"78-104 Pacific Ave, Toronto, ON M6P",10/17/2017 13:31,17,13,43.65547,-79.46442,10/17/2017 18:43,17,18,CBBV970,"1800 Bloor St W, Toronto, ON M6P 3K5",10/17/2017 18:54,17,18,43.65435,-79.46203,10/17/2017 23:57,17,23
1942,CBBV971,Green P-105 Spadina Ave(No Double Parking),10/17/2017 0:00,17,0,43.64667,-79.39514,10/17/2017 8:30,17,8,CBBV971,"19-21 Warland Ave, East York, ON M4J 3G1",10/17/2017 9:10,17,9,43.69468,-79.34638,10/17/2017 9:53,17,9
1943,CBBV971,"19-21 Warland Ave, East York, ON M4J 3G1",10/17/2017 9:10,17,9,43.69468,-79.34638,10/17/2017 9:53,17,9,CBBV971,"29-33 Draper St, Toronto, ON M5V 2M3",10/17/2017 10:34,17,10,43.64271,-79.39796,10/17/2017 13:46,17,13
1944,CBBV971,"29-33 Draper St, Toronto, ON M5V 2M3",10/17/2017 10:34,17,10,43.64271,-79.39796,10/17/2017 13:46,17,13,CBBV971,"15 A Prince Arthur Ave, Toronto, ON M5R 1B2",10/17/2017 14:52,17,14,43.6693,-79.39535,10/17/2017 17:23,17,17
1945,CBBV971,"15 A Prince Arthur Ave, Toronto, ON M5R 1B2",10/17/2017 14:52,17,14,43.6693,-79.39535,10/17/2017 17:23,17,17,CBBV971,Green P-323 Richmond St E(no double parking),10/17/2017 18:18,17,18,43.65315,-79.36866,10/17/2017 21:01,17,21
1946,CBBV971,Green P-323 Richmond St E(no double parking),10/17/2017 18:18,17,18,43.65315,-79.36866,10/17/2017 21:01,17,21,CBBV971,"14-16 Gore St, Toronto, ON M6J 2C5",10/17/2017 21:46,17,21,43.65455,-79.41453,10/17/2017 23:57,17,23
1947,CBBV972,"410 Millwood Rd, Toronto, ON M4S 1K2",10/17/2017 0:00,17,0,43.70236,-79.3843,10/17/2017 8:50,17,8,CBBV972,Unit Park-73 The Esplanade(surface lot),10/17/2017 9:15,17,9,43.64703,-79.3733,10/17/2017 16:48,17,16
1948,CBBV972,Unit Park-73 The Esplanade(surface lot),10/17/2017 9:15,17,9,43.64703,-79.3733,10/17/2017 16:48,17,16,CBBV972,Green P-800 Fleet St(No Double Parking),10/17/2017 17:18,17,17,43.63691,-79.40972,10/17/2017 23:47,17,23
1949,CBBV973,"14 Hayden St, Toronto, ON M4Y 1V8",10/17/2017 8:20,17,8,43.66966,-79.38572,10/17/2017 11:04,17,11,CBBV973,Starlight-80 Wellesley St E (behind building),10/17/2017 12:31,17,12,43.6663,-79.38019,10/17/2017 14:17,17,14
1950,CBBV973,Starlight-80 Wellesley St E (behind building),10/17/2017 12:31,17,12,43.6663,-79.38019,10/17/2017 14:17,17,14,CBBV973,"45 Eastern Ave, Toronto, ON M5A",10/17/2017 14:47,17,14,43.65322,-79.35951,10/17/2017 14:47,17,14
1951,CBBV973,"45 Eastern Ave, Toronto, ON M5A",10/17/2017 14:47,17,14,43.65322,-79.35951,10/17/2017 14:47,17,14,CBBV973,"4-12 Avenue Rd, Toronto, ON M5R",10/17/2017 15:12,17,15,43.66945,-79.39459,10/17/2017 15:22,17,15
1952,CBBV973,"4-12 Avenue Rd, Toronto, ON M5R",10/17/2017 15:12,17,15,43.66945,-79.39459,10/17/2017 15:22,17,15,CBBV973,Starlight -155 Wellesley St E (rsvd spaces only),10/17/2017 15:42,17,15,43.66604,-79.37547,10/17/2017 15:57,17,15
1953,CBBV973,Starlight -155 Wellesley St E (rsvd spaces only),10/17/2017 15:42,17,15,43.66604,-79.37547,10/17/2017 15:57,17,15,CBBV973,"1872 Queen St E, Toronto, ON M4L 1H2",10/17/2017 21:31,17,21,43.66868,-79.30636,10/17/2017 22:06,17,22
1954,CBBV973,"1872 Queen St E, Toronto, ON M4L 1H2",10/17/2017 21:31,17,21,43.66868,-79.30636,10/17/2017 22:06,17,22,CBBV973,"18 Gloucester Ln, Toronto, ON M4Y 1L5",10/17/2017 22:26,17,22,43.66758,-79.38483,10/17/2017 22:26,17,22
1955,CBBV973,"18 Gloucester Ln, Toronto, ON M4Y 1L5",10/17/2017 22:26,17,22,43.66758,-79.38483,10/17/2017 22:26,17,22,CBBV973,"777 Victoria Park Ave, East York, ON M4B 2E2",10/17/2017 22:57,17,22,43.69495,-79.28947,10/17/2017 23:57,17,23
1956,CBBV974,"9 Byron Ave, Toronto, ON M4J 3T7",10/17/2017 14:37,17,14,43.68024,-79.33508,10/17/2017 14:42,17,14,CBBV974,"45 Priscilla Ave, York, ON M6S 3W1",10/17/2017 19:34,17,19,43.66201,-79.48858,10/17/2017 22:01,17,22
1957,CBBV974,"45 Priscilla Ave, York, ON M6S 3W1",10/17/2017 19:34,17,19,43.66201,-79.48858,10/17/2017 22:01,17,22,CBBV974,"1692 Queen St W, Toronto, ON M6R 1B3",10/17/2017 22:21,17,22,43.63905,-79.44472,10/17/2017 23:57,17,23
1958,CBBV975,"15 Pacific Ave, Toronto, ON M6P",10/17/2017 0:00,17,0,43.65436,-79.46384,10/17/2017 10:09,17,10,CBBV975,"494 Quebec Ave, Toronto, ON M6P 2V7",10/17/2017 12:31,17,12,43.66613,-79.47246,10/17/2017 12:31,17,12
1959,CBBV976,"107-111 Redpath Ave, Toronto, ON M4S",10/17/2017 0:00,17,0,43.70723,-79.3925,10/17/2017 1:06,17,1,CBBV976,"299 Crawford St, Toronto, ON M6J 2V7",10/17/2017 1:36,17,1,43.65146,-79.4176,10/17/2017 7:29,17,7
1960,CBBV976,"299 Crawford St, Toronto, ON M6J 2V7",10/17/2017 1:36,17,1,43.65146,-79.4176,10/17/2017 7:29,17,7,CBBV976,"Impark-65 Navy Wharf(underground garage, 5 spaces)",10/17/2017 8:20,17,8,43.64111,-79.39161,10/17/2017 18:33,17,18
1961,CBBV976,"Impark-65 Navy Wharf(underground garage, 5 spaces)",10/17/2017 8:20,17,8,43.64111,-79.39161,10/17/2017 18:33,17,18,CBBV976,"6-10 Priscilla Ave, York, ON M6S 3W2",10/17/2017 19:24,17,19,43.66052,-79.48798,10/17/2017 23:57,17,23
1962,CBBV977,"314-320 Roncesvalles Ave, Toronto, ON M6R",10/17/2017 0:00,17,0,43.65001,-79.45054,10/17/2017 7:04,17,7,CBBV977,"36-38 Constance St, Toronto, ON M6R 1S4",10/17/2017 7:14,17,7,43.64934,-79.45196,10/17/2017 15:47,17,15
1963,CBBV977,"36-38 Constance St, Toronto, ON M6R 1S4",10/17/2017 7:14,17,7,43.64934,-79.45196,10/17/2017 15:47,17,15,CBBV977,"7 Rusholme Park Crescent, Toronto, ON M6J 2E1",10/17/2017 16:12,17,16,43.65192,-79.42839,10/17/2017 18:49,17,18
1964,CBBV977,"7 Rusholme Park Crescent, Toronto, ON M6J 2E1",10/17/2017 16:12,17,16,43.65192,-79.42839,10/17/2017 18:49,17,18,CBBV977,"95-97 Pinewood Ave, Toronto, ON M6C",10/17/2017 20:30,17,20,43.68537,-79.42591,10/17/2017 23:57,17,23
1965,CBBV978,"1852 A Queen St E, Toronto, ON M4L 1H1",10/17/2017 0:00,17,0,43.66841,-79.30764,10/17/2017 7:09,17,7,CBBV978,"113 Sarah Ashbridge Ave, Toronto, ON M4L 3Y1",10/17/2017 7:19,17,7,43.66759,-79.309,10/17/2017 18:13,17,18
1966,CBBV978,"113 Sarah Ashbridge Ave, Toronto, ON M4L 3Y1",10/17/2017 7:19,17,7,43.66759,-79.309,10/17/2017 18:13,17,18,CBBV978,"1702 Gerrard St E, Toronto, ON M4L 2B2",10/17/2017 18:38,17,18,43.6767,-79.31638,10/17/2017 19:49,17,19
1967,CBBV978,"1702 Gerrard St E, Toronto, ON M4L 2B2",10/17/2017 18:38,17,18,43.6767,-79.31638,10/17/2017 19:49,17,19,CBBV978,"5 Vince Ave, Toronto, ON M4L 3E9",10/17/2017 20:25,17,20,43.67051,-79.31491,10/17/2017 22:47,17,22
1968,CBBV978,"5 Vince Ave, Toronto, ON M4L 3E9",10/17/2017 20:25,17,20,43.67051,-79.31491,10/17/2017 22:47,17,22,CBBV978,"1597 Queen St E, Toronto, ON M4L 1E5",10/17/2017 22:57,17,22,43.66613,-79.31731,10/17/2017 23:57,17,23
1969,CBBV980,Green P-35 Erindale Ave(no double parking),10/17/2017 0:00,17,0,43.67732,-79.35747,10/17/2017 20:10,17,20,CBBV980,"37-43 Frankdale Ave, East York, ON M4J 3Z8",10/17/2017 20:25,17,20,43.68625,-79.33548,10/17/2017 21:41,17,21
1970,CBBV980,"37-43 Frankdale Ave, East York, ON M4J 3Z8",10/17/2017 20:25,17,20,43.68625,-79.33548,10/17/2017 21:41,17,21,CBBV980,"1235 Danforth Ave, Toronto, ON M4J 1M8",10/17/2017 21:51,17,21,43.68167,-79.33095,10/17/2017 23:57,17,23
1971,CBBV981,"727 Danforth Ave, Toronto, ON M4J",10/17/2017 0:25,17,0,43.67921,-79.34316,10/17/2017 0:30,17,0,CBBV981,"25 Byron Ave, Toronto, ON M4J 3T7",10/17/2017 1:36,17,1,43.68055,-79.33519,10/17/2017 10:29,17,10
1972,CBBV981,"25 Byron Ave, Toronto, ON M4J 3T7",10/17/2017 1:36,17,1,43.68055,-79.33519,10/17/2017 10:29,17,10,CBBV981,"132 Dentonia Park Ave, East York, ON M4C 1X2",10/17/2017 11:45,17,11,43.69335,-79.29032,10/17/2017 12:16,17,12
1973,CBBV982,"10 Old Stock Yards Rd, Toronto, ON M6N",10/17/2017 0:00,17,0,43.67049,-79.46981,10/17/2017 12:21,17,12,CBBV982,"2 Thelma Ave, Toronto, ON M4V 1X9",10/17/2017 21:01,17,21,43.68973,-79.41263,10/17/2017 23:57,17,23
1974,CBBV983,"58 Rose Ave, Toronto, ON M4X 1N9",10/17/2017 0:00,17,0,43.66732,-79.37069,10/17/2017 2:42,17,2,CBBV983,"1537 Eglinton Ave W, York, ON M6E 2G8",10/17/2017 3:23,17,3,43.69746,-79.44084,10/17/2017 23:57,17,23
1975,CBBV984,"1339-1341 Queen St E, Toronto, ON M4L 1C6",10/17/2017 0:00,17,0,43.66409,-79.32648,10/17/2017 0:20,17,0,CBBV984,"129 Apricot Ln, Toronto, ON M4E 1J6",10/17/2017 0:46,17,0,43.67178,-79.29429,10/17/2017 5:03,17,5
1976,CBBV984,"129 Apricot Ln, Toronto, ON M4E 1J6",10/17/2017 0:46,17,0,43.67178,-79.29429,10/17/2017 5:03,17,5,CBBV984,"111 Geary Ave, Toronto, ON M6H 4H1",10/17/2017 6:34,17,6,43.67051,-79.43388,10/17/2017 6:49,17,6
1977,CBBV984,"111 Geary Ave, Toronto, ON M6H 4H1",10/17/2017 6:34,17,6,43.67051,-79.43388,10/17/2017 6:49,17,6,CBBV984,Green P-37 Yorkville Ave (garage),10/17/2017 7:14,17,7,43.67129,-79.38933,10/17/2017 8:50,17,8
1978,CBBV984,Green P-37 Yorkville Ave (garage),10/17/2017 7:14,17,7,43.67129,-79.38933,10/17/2017 8:50,17,8,CBBV984,"21 A Pleasant Blvd, Toronto, ON M4T 1K2",10/17/2017 9:05,17,9,43.68717,-79.39259,10/17/2017 17:03,17,17
1979,CBBV984,"21 A Pleasant Blvd, Toronto, ON M4T 1K2",10/17/2017 9:05,17,9,43.68717,-79.39259,10/17/2017 17:03,17,17,CBBV984,"208 Torrens Ave, East York, ON M4J 2P5",10/17/2017 17:58,17,17,43.69218,-79.34536,10/17/2017 20:10,17,20
1980,CBBV984,"208 Torrens Ave, East York, ON M4J 2P5",10/17/2017 17:58,17,17,43.69218,-79.34536,10/17/2017 20:10,17,20,CBBV984,Green P-35 Bellevue Ave(no double parking),10/17/2017 21:26,17,21,43.65418,-79.40318,10/17/2017 23:57,17,23
1981,CBBV986,"771-775 Danforth Ave, Toronto, ON M4J",10/17/2017 0:10,17,0,43.67929,-79.34272,10/17/2017 7:09,17,7,CBBV986,"937 Ben Kerr Lane, Toronto, ON M4J 1L8",10/17/2017 7:19,17,7,43.6799,-79.33757,10/17/2017 12:00,17,12
1982,CBBV986,"937 Ben Kerr Lane, Toronto, ON M4J 1L8",10/17/2017 7:19,17,7,43.6799,-79.33757,10/17/2017 12:00,17,12,CBBV986,"8 Woodycrest Ave, Toronto, ON M4J 3A6",10/17/2017 13:21,17,13,43.68024,-79.34213,10/17/2017 17:48,17,17
1983,CBBV986,"8 Woodycrest Ave, Toronto, ON M4J 3A6",10/17/2017 13:21,17,13,43.68024,-79.34213,10/17/2017 17:48,17,17,CBBV986,"176 Bingham Ave, Toronto, ON M4E 3R3",10/17/2017 18:43,17,18,43.6829,-79.28607,10/17/2017 23:57,17,23
1984,CBBV987,Green P-25 Dundas St E(no double parking),10/17/2017 0:00,17,0,43.656,-79.37993,10/17/2017 0:46,17,0,CBBV987,"700 St Clair Ave W, Toronto, ON M6C 1B3",10/17/2017 23:17,17,23,43.68174,-79.42645,10/17/2017 23:57,17,23
1985,CBBV989,Green P-323 Richmond St E(no double parking),10/17/2017 11:30,17,11,43.65315,-79.36866,10/17/2017 12:51,17,12,CBBV989,"10-12 Laws St, Toronto, ON M6P 2Y7",10/17/2017 13:52,17,13,43.66266,-79.47412,10/17/2017 20:56,17,20
1986,CBBV989,"10-12 Laws St, Toronto, ON M6P 2Y7",10/17/2017 13:52,17,13,43.66266,-79.47412,10/17/2017 20:56,17,20,CBBV989,"127 Priscilla Ave, York, ON M6S 3W4",10/17/2017 21:16,17,21,43.66405,-79.48892,10/17/2017 23:57,17,23
1987,CBBV990,"1515 Queen St E, Toronto, ON M4L 1A7",10/17/2017 0:00,17,0,43.66546,-79.32034,10/17/2017 23:57,17,23,CBBV990,"39 Woodfield Rd, Toronto, ON M4L 2W4",10/17/2017 7:40,17,7,43.66477,-79.32097,10/17/2017 18:03,17,18
1988,CBBV991,"122 Glencrest Blvd, East York, ON M4B 1L8",10/17/2017 0:00,17,0,43.70808,-79.29637,10/17/2017 6:29,17,6,CBBV991,"180 Boardwalk Dr, Toronto, ON M4L 3X4",10/17/2017 6:49,17,6,43.66791,-79.30669,10/17/2017 13:36,17,13
1989,CBBV991,"180 Boardwalk Dr, Toronto, ON M4L 3X4",10/17/2017 6:49,17,6,43.66791,-79.30669,10/17/2017 13:36,17,13,CBBV991,"2355 Dundas St W, Toronto, ON M6P 1W7",10/17/2017 14:17,17,14,43.65672,-79.45298,10/17/2017 14:32,17,14
1990,CBBV991,"2355 Dundas St W, Toronto, ON M6P 1W7",10/17/2017 14:17,17,14,43.65672,-79.45298,10/17/2017 14:32,17,14,CBBV991,"8-22 St Andrew St, Toronto, ON M5T",10/17/2017 16:33,17,16,43.65428,-79.3996,10/17/2017 18:33,17,18
1991,CBBV991,"8-22 St Andrew St, Toronto, ON M5T",10/17/2017 16:33,17,16,43.65428,-79.3996,10/17/2017 18:33,17,18,CBBV991,Mercedes Benz Downtown (4 Spaces at front),10/17/2017 19:14,17,19,43.66143,-79.35673,10/17/2017 22:41,17,22
1992,CBBV991,Mercedes Benz Downtown (4 Spaces at front),10/17/2017 19:14,17,19,43.66143,-79.35673,10/17/2017 22:41,17,22,CBBV991,"1797 Queen St E, Toronto, ON M4L 3Y5",10/17/2017 23:07,17,23,43.66809,-79.30863,10/17/2017 23:57,17,23
1993,CBBV993,"1842-1852 Queen St E, Toronto, ON M4L 1H1",10/17/2017 0:00,17,0,43.66837,-79.30768,10/17/2017 7:09,17,7,CBBV993,"79 Sarah Ashbridge Ave, Toronto, ON M4L 3Y1",10/17/2017 7:14,17,7,43.66666,-79.30864,10/17/2017 11:35,17,11
1994,CBBV993,"79 Sarah Ashbridge Ave, Toronto, ON M4L 3Y1",10/17/2017 7:14,17,7,43.66666,-79.30864,10/17/2017 11:35,17,11,CBBV993,Unit Park-73 The Esplanade(surface lot),10/17/2017 12:16,17,12,43.64703,-79.3733,10/17/2017 16:43,17,16
1995,CBBV993,Unit Park-73 The Esplanade(surface lot),10/17/2017 12:16,17,12,43.64703,-79.3733,10/17/2017 16:43,17,16,CBBV993,"23 Glen Manor Dr, Toronto, ON M4E 2X3",10/17/2017 17:33,17,17,43.66928,-79.29157,10/17/2017 18:08,17,18
1996,CBBV993,"23 Glen Manor Dr, Toronto, ON M4E 2X3",10/17/2017 17:33,17,17,43.66928,-79.29157,10/17/2017 18:08,17,18,CBBV993,"Impark-65 Navy Wharf(underground garage, 5 spaces)",10/17/2017 19:04,17,19,43.64111,-79.39161,10/17/2017 23:57,17,23
1997,CBBV993,"Impark-65 Navy Wharf(underground garage, 5 spaces)",10/17/2017 19:04,17,19,43.64111,-79.39161,10/17/2017 23:57,17,23,CBBV993,"Mercedes-Benz Midtown (1 spot in back, 1 car only)",10/17/2017 20:15,17,20,43.71258,-79.36086,10/17/2017 22:41,17,22
1998,CBBV994,"32 Larch St, Toronto, ON M5T 3J6",10/17/2017 0:00,17,0,43.65272,-79.39688,10/17/2017 8:35,17,8,CBBV994,Green P-800 Fleet St(No Double Parking),10/17/2017 11:15,17,11,43.63691,-79.40972,10/17/2017 17:18,17,17
1999,CBBV995,Green P-800 Fleet St(No Double Parking),10/17/2017 0:00,17,0,43.63691,-79.40972,10/17/2017 12:00,17,12,CBBV995,Green P-35 Erindale Ave(no double parking),10/17/2017 12:41,17,12,43.67732,-79.35747,10/17/2017 13:01,17,13
2000,CBBV995,Green P-35 Erindale Ave(no double parking),10/17/2017 12:41,17,12,43.67732,-79.35747,10/17/2017 13:01,17,13,CBBV995,Where I Park-480 Adelaide St W(3 rsvd spaces),10/17/2017 13:31,17,13,43.64599,-79.39985,10/17/2017 16:12,17,16
2001,CBBV995,Where I Park-480 Adelaide St W(3 rsvd spaces),10/17/2017 13:31,17,13,43.64599,-79.39985,10/17/2017 16:12,17,16,CBBV995,"Leah Cohen Ln, Toronto, ON M5S 2L5",10/17/2017 17:43,17,17,43.66567,-79.40631,10/17/2017 18:18,17,18
2002,CBBV995,"Leah Cohen Ln, Toronto, ON M5S 2L5",10/17/2017 17:43,17,17,43.66567,-79.40631,10/17/2017 18:18,17,18,CBBV995,"19-53 Cameron St, Toronto, ON M5T 2H1",10/17/2017 18:38,17,18,43.64937,-79.3976,10/17/2017 18:49,17,18
2003,CBBV995,"19-53 Cameron St, Toronto, ON M5T 2H1",10/17/2017 18:38,17,18,43.64937,-79.3976,10/17/2017 18:49,17,18,CBBV995,"700 Wellington St W, Toronto, ON M5V 1G7",10/17/2017 22:21,17,22,43.64149,-79.40794,10/17/2017 23:57,17,23
2004,CBBV997,"82 Durie St, Toronto, ON M6S 3E8",10/17/2017 0:00,17,0,43.64899,-79.47743,10/17/2017 17:38,17,17,CBBV997,"265 Melita Ave, Toronto, ON M6G",10/17/2017 18:13,17,18,43.67423,-79.42332,10/17/2017 23:57,17,23
2005,CBBV998,"53 Maxwell Ave, Toronto, ON M5P 2B4",10/17/2017 8:55,17,8,43.70555,-79.40145,10/17/2017 11:35,17,11,CBBV998,CVPA 96 Cosburn Ave (on street only),10/17/2017 12:31,17,12,43.68915,-79.35034,10/17/2017 13:26,17,13
2006,CBBV998,CVPA 96 Cosburn Ave (on street only),10/17/2017 12:31,17,12,43.68915,-79.35034,10/17/2017 13:26,17,13,CBBV998,"1106 Logan Ave, East York, ON M4K 2B5",10/17/2017 14:32,17,14,43.68731,-79.35289,10/17/2017 23:52,17,23
2007,CBVN595,"635 Euclid Ave, Toronto, ON M6G 2T6",10/17/2017 0:00,17,0,43.6624,-79.41405,10/17/2017 0:15,17,0,CBVN595,"132 Close Ave, Toronto, ON M6K 2V5",10/17/2017 0:35,17,0,43.63793,-79.43494,10/17/2017 0:51,17,0
2008,CBVN595,"132 Close Ave, Toronto, ON M6K 2V5",10/17/2017 0:35,17,0,43.63793,-79.43494,10/17/2017 0:51,17,0,CBVN595,"1420 Queen St W, Toronto, ON M6K 1L9",10/17/2017 1:06,17,1,43.64095,-79.43499,10/17/2017 1:36,17,1
2009,CBVN595,"1420 Queen St W, Toronto, ON M6K 1L9",10/17/2017 1:06,17,1,43.64095,-79.43499,10/17/2017 1:36,17,1,CBVN595,"559-597 Brock Ave, Toronto, ON M6H 1K9",10/17/2017 1:46,17,1,43.65794,-79.4387,10/17/2017 6:09,17,6
2010,CBVN595,"559-597 Brock Ave, Toronto, ON M6H 1K9",10/17/2017 1:46,17,1,43.65794,-79.4387,10/17/2017 6:09,17,6,CBVN595,"632 McRoberts Ave, York, ON M6E 4R7",10/17/2017 6:29,17,6,43.69268,-79.46076,10/17/2017 6:34,17,6
2011,CBVN595,"632 McRoberts Ave, York, ON M6E 4R7",10/17/2017 6:29,17,6,43.69268,-79.46076,10/17/2017 6:34,17,6,CBVN595,"9 Mountview Ave, Toronto, ON M6P 2L5",10/17/2017 7:04,17,7,43.65474,-79.46111,10/17/2017 18:28,17,18
2012,CBVN595,"9 Mountview Ave, Toronto, ON M6P 2L5",10/17/2017 7:04,17,7,43.65474,-79.46111,10/17/2017 18:28,17,18,CBVN595,"6 Oakmount Rd, Toronto, ON M6P 2M6",10/17/2017 18:38,17,18,43.65423,-79.46262,10/17/2017 23:57,17,23
2013,CBVN596,"26 St Joseph St, Toronto, ON M4Y 1J9",10/17/2017 0:00,17,0,43.66584,-79.38661,10/17/2017 9:30,17,9,CBVN596,"18 Gloucester Ln, Toronto, ON M4Y 1L5",10/17/2017 10:24,17,10,43.667,-79.3846,10/17/2017 10:39,17,10
2014,CBVN596,"18 Gloucester Ln, Toronto, ON M4Y 1L5",10/17/2017 10:24,17,10,43.667,-79.3846,10/17/2017 10:39,17,10,CBVN596,Targetpark-Loblaws Queens Quay E(enter off Jarvis),10/17/2017 11:09,17,11,43.64456,-79.36971,10/17/2017 11:40,17,11
